row_label_raw,row_label_full,col_0,Thuyết minh,2019Triệu đồng,2018Triệu đồng,numeric__Thuyết minh,numeric__2019Triệu đồng,numeric__2018Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,26.552.508,21.899.408,,26552508.0,21899408.0
Chi phí lãi và các khoản chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các khoản chi phí tương tự đã trả,Chi phí lãi và các khoản chi phí tương tự đã trả,,(12.707.145),(11.461.475),,-12707145.0,-11461475.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.361.110,1.478.318,,2361110.0,1478318.0
"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,819.958,270.286,,819958.0,270286.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,350.309,1.792.040,,350309.0,1792040.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,1.118.470,981.808,,1118470.0,981808.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(6.242.279),(6.085.160),,-6242279.0,-6085160.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,23,(1.183.685),(982.870),23.0,-1183685.0,-982870.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,11.069.246,7.892.355,,11069246.0,7892355.0
Những thay đổi về tải sản hoạt động,Những thay đổi về tải sản hoạt động,Những thay đổi về tải sản hoạt động,Những thay đổi về tải sản hoạt động,Những thay đổi về tải sản hoạt động,Những thay đổi về tải sản hoạt động,,,
Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Những thay đổi về tải sản hoạt động > Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,,(3.381.604),1.532.573,,-3381604.0,1532573.0
Các khoản về kinh doanh chứng khoán,Những thay đổi về tải sản hoạt động > Các khoản về kinh doanh chứng khoán,Các khoản về kinh doanh chứng khoán,,(15.700.149),(1.848.257),,-15700149.0,-1848257.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tải sản hoạt động > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,,(4.617),-,,-4617.0,
Các khoản cho vay khách hàng và mua nợ,Những thay đổi về tải sản hoạt động > Các khoản cho vay khách hàng và mua nợ,Các khoản cho vay khách hàng và mua nợ,,(24.432.218),(30.120.005),,-24432218.0,-30120005.0
"Nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tải sản hoạt động > Nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(5.920.576),(3.242.517),,-5920576.0,-3242517.0
Thay đổi khác về tài sản hoạt động,Những thay đổi về tải sản hoạt động > Thay đổi khác về tài sản hoạt động,Thay đổi khác về tài sản hoạt động,,(5.730.629),(1.981.880),,-5730629.0,-1981880.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về nợ phải trả hoạt động > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,(3.761.851),3.755.328,,-3761851.0,3755328.0
"Các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Những thay đổi về nợ phải trả hoạt động > Các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Các khoản tiền gửi, tiền vay các TCTC, TCTD khác",,(8.325.427),8.936.965,,-8325427.0,8936965.0
Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về nợ phải trả hoạt động > Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,43.422.114,38.504.842,,43422114.0,38504842.0
Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về nợ phải trả hoạt động > Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,5.195.324,(13.921.136),,5195324.0,-13921136.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức n dụng chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức n dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức n dụng chịu rủi ro",,(37.826),872,,-37826.0,872.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về nợ phải trả hoạt động > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(68.444),312,,-68444.0,312.0
Thay đổi khác về công nợ hoạt động,Những thay đổi về nợ phải trả hoạt động > Thay đổi khác về công nợ hoạt động,Thay đổi khác về công nợ hoạt động,,(49.909),512.960,,-49909.0,512960.0
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động sinh doanh,Những thay đổi về nợ phải trả hoạt động > Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động sinh doanh,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động sinh doanh,,(7.726.566),10.022.412,,-7726566.0,10022412.0
Lưu CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,Lưu CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,Lưu CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,
Lua sắm tài sản cố định,Lưu CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lua sắm tài sản cố định,Lua sắm tài sản cố định,,(32.541),(72.803),,-32541.0,-72803.0
"Iền thu tử thanh lý, nhuận bán tài sản cố định","Lưu CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Iền thu tử thanh lý, nhuận bán tài sản cố định","Iền thu tử thanh lý, nhuận bán tài sản cố định",,5,435,,5.0,435.0
"Iền chi đầu tư, góp vốn vào các đơn vị khác","Lưu CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Iền chi đầu tư, góp vốn vào các đơn vị khác","Iền chi đầu tư, góp vốn vào các đơn vị khác",,(11.000),(2.854.000),,-11000.0,-2854000.0
