row_label_raw,row_label_full,col_0,Lợi nhuận trước thuế,numeric__Lợi nhuận trước thuế
,,,Triệu đồng,
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,2.198.483,2198483.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,839.661,839661.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối,(19.148),-19148.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,209.576,209576.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,685.192,685192.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động khác,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động khác,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động khác,(1.303.878),-1303878.0
Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,(51.731),-51731.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(548.900),-548900.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(1.316.574),-1316574.0
,,,692.681,692681.0
