row_label_raw,row_label_full,Bên liên quan,Số dư,Phải thu/Phải trả,Phải thu/Phải trả_1,numeric__Số dư,numeric__Phải thu/Phải trả,numeric__Phải thu/Phải trả_1
Bên liên quan,Bên liên quan,Bên liên quan,Số dư,Ngày 31 tháng 12năm 2019Triệu đồng,Ngày 31 tháng 12năm 2018Triệu đồng,,,
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tiền gửi không kỳ hạn tại Ngân hàng mẹ,119.495,1.101.832,,119495.0,1101832.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,VPBank mua nợ,4.061.225,501.973,,4061225.0,501973.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tiền gửi có kỳ hạn tại Ngân hàng mẹ,1.150.000,180.000,,1150000.0,180000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tiền gửi có kỳ hạn của Ngân hàng mẹ tại VPB FC,1.500.000,2.000.000,,1500000.0,2000000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Phải thu hoạt động tư vấn,5.352,47.706,,5352.0,47706.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Dự thu hợp đồng phải sinh,34.029,49.092,,34029.0,49092.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Dự chỉ hợp đồng phải sinh,33.613,35.899,,33613.0,35899.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Lãi dự thu tiền gửi trả cho Ngân hàng mẹ,2.231,7.860,,2231.0,7860.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Lãi dự chỉ tiền gửi thu từ Ngân hàng mẹ,544,688,,544.0,688.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Tiền gửi không kỳ hạn tại Ngân hàng mẹ,9.975,3.869,,9975.0,3869.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Tiền gửi có kỳ hạn tại Ngân hàng mẹ,70.000,65.000,,70000.0,65000.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Lãi dự chỉ tiền gửi,169,107,,169.0,107.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Phải trả Ngân hàng mẹ liên quan đến hợp đồng ủy thác,21.869,17.322,,21869.0,17322.0
"Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Bên liên quan > Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc",Tiền gửi tại Ngân hàng,82.306,53.314,,82306.0,53314.0
