row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2019Triệu đồng,Ngày 31 tháng 12 năm 2018Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2019Triệu đồng,numeric__Ngày 31 tháng 12 năm 2018Triệu đồng
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,67.635.034,51.522.616,,67635034.0,51522616.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,67.786.907,49.417.157,131.0,67786907.0,49417157.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,-,3.161.133,132.0,,3161133.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.3,(151.873),(1.055.674),133.0,-151873.0,-1055674.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,7.831.460,7.857.689,,7831460.0,7857689.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,14.1,7.667.035,7.667.035,141.0,7667035.0,7667035.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,238.602,227.602,142.0,238602.0,227602.0
Dự phòng đầu tư dài hạn,TÀI SẢN > Dự phòng đầu tư dài hạn,Dự phòng đầu tư dài hạn,14.3,(74.177),(36.948),143.0,-74177.0,-36948.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,1.506.316,1.532.808,,1506316.0,1532808.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15.1,1.236.123,1.259.145,151.0,1236123.0,1259145.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.989.933,1.860.123,,1989933.0,1860123.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(753.810),(600.978),,-753810.0,-600978.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15.2,270.193,273.663,152.0,270193.0,273663.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,630.170,542.613,,630170.0,542613.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(359.977),(268.950),,-359977.0,-268950.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,20.583.240,13.876.181,,20583240.0,13876181.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,16.1,14.897.871,9.275.306,161.0,14897871.0,9275306.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",16.2,4.451.996,3.268.854,162.0,4451996.0,3268854.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,16.3,1.255.945,1.352.847,163.0,1255945.0,1352847.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,16.4,(22.572),(20.826),164.0,-22572.0,-20826.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,316.967.687,274.158.200,,316967687.0,274158200.0
