row_label_raw,row_label_full,col_0,Thuyết minh,2019Triệu đồng,2018Triệu đồng,numeric__Thuyết minh,numeric__2019Triệu đồng,numeric__2018Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếu,Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếu,,-,336.951,,,336951.0
Tiền thu do bán cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu do bán cổ phiếu quỹ,Tiền thu do bán cổ phiếu quỹ,,310.000,-,,310000.0,
Tiền chỉ mua cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chỉ mua cổ phiếu quỹ,Tiền chỉ mua cổ phiếu quỹ,,(1.110.590),(2.491.721),,-1110590.0,-2491721.0
Tiền chỉ cho thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chỉ cho thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Tiền chỉ cho thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,(2.615.000),(2.500.000),,-2615000.0,-2500000.0
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,(146.439),,,-146439.0
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,,(3.415.590),(4.801.209),,-3415590.0,-4801209.0
Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,(8.381.639),5.150.619,,-8381639.0,5150619.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,28.120.988,22.970.369,,28120988.0,22970369.0
Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,35,19.739.349,28.120.988,35.0,19739349.0,28120988.0
