row_label_raw,row_label_full,col_0,2019Triệu đồng,2018Triệu đồng,numeric__2019Triệu đồng,numeric__2018Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,1.855.936,3.133.981,1855936.0,3133981.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,378.600,391.630,378600.0,391630.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,1.118.470,981.808,1118470.0,981808.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,62.704,46.872,62704.0,46872.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,213.693,758.038,213693.0,758038.0
Thu nhập hỗ trợ và thu nhập khác,Thu nhập hỗ trợ và thu nhập khác,Thu nhập hỗ trợ và thu nhập khác,82.469,955.633,82469.0,955633.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(387.263),(361.430),-387263.0,-361430.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(304.451),(314.274),-304451.0,-314274.0
Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,(106),(1.295),-106.0,-1295.0
Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,(47.379),(38.979),-47379.0,-38979.0
Chi khác,Chi khác,Chi khác,(35.327),(6.882),-35327.0,-6882.0
,,,1.468.673,2.772.551,1468673.0,2772551.0
