row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,2.459.321,-,-,-,-,2.459.321,,,2459321.0,,,,,2459321.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tài sản > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,-,3.009.041,-,-,-,-,3.009.041,,,3009041.0,,,,,3009041.0
Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tài sản > Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,-,-,11.194.644,4.737.643,2.461.310,28.457,-,18.422.054,,,11194644.0,4737643.0,2461310.0,28457.0,,18422054.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,1.571.141,-,-,-,-,1.571.141,,,1571141.0,,,,,1571141.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,(13.149),42.185,(23.889),(530),-,4.617,,,-13149.0,42185.0,-23889.0,-530.0,,4617.0
Cho vay khách hàng và mua nợ - gộp,Tài sản > Cho vay khách hàng và mua nợ - gộp,Cho vay khách hàng và mua nợ - gộp,2.072.961,589.519,21.285.877,22.906.358,55.611.085,65.315.941,28.911.767,196.693.508,2072961.0,589519.0,21285877.0,22906358.0,55611085.0,65315941.0,28911767.0,196693508.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,382.172,1.621.347,14.669.837,33.871.942,17.241.609,67.786.907,,,382172.0,1621347.0,14669837.0,33871942.0,17241609.0,67786907.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,7.905.637,7.905.637,,,,,,,7905637.0,7905637.0
Tài sản có định,Tài sản > Tài sản có định,Tài sản có định,-,-,-,-,-,-,1.506.316,1.506.316,,,,,,,1506316.0,1506316.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,43.584,-,8.816.482,2.803.683,8.942.063,-,-,20.605.812,43584.0,,8816482.0,2803683.0,8942063.0,,,20605812.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,2.116.545,589.519,48.705.529,32.111.216,81.660.406,99.215.810,55.565.329,319.964.354,2116545.0,589519.0,48705529.0,32111216.0,81660406.0,99215810.0,55565329.0,319964354.0
