row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
"Tổng dư nợ cho vay khách hàng, mua nợ và cấp tín dụng cho các TCTD khác","Tổng dư nợ cho vay khách hàng, mua nợ và cấp tín dụng cho các TCTD khác","Tổng dư nợ cho vay khách hàng, mua nợ và cấp tín dụng cho các TCTD khác",200.844.575,-,200.844.575,200844575.0,,200844575.0
Tổng huy động,Tổng huy động,Tổng huy động,262.357.315,8.473.219,270.830.534,262357315.0,8473219.0,270830534.0
Các cam kết tín dụng và bảo lãnh khác,Các cam kết tín dụng và bảo lãnh khác,Các cam kết tín dụng và bảo lãnh khác,38.972.441,-,38.972.441,38972441.0,,38972441.0
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,3.877,740,4.617,3877.0,740.0,4617.0
Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,69.358.048,-,69.358.048,69358048.0,,69358048.0
