row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Thăng dưvốn cổ phầnTriệu đồng,Quỹ dự trữbố sung vốnđiều lệTriệu đồng,Quỹ dự phòngtài chínhTriệu đồng,Quỹ đầu tưphát triểnTriệu đồng,Lợi nhuậnchưa phânphốiTriệu đồng,Cổ phiếuquỹTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Thăng dưvốn cổ phầnTriệu đồng,numeric__Quỹ dự trữbố sung vốnđiều lệTriệu đồng,numeric__Quỹ dự phòngtài chínhTriệu đồng,numeric__Quỹ đầu tưphát triểnTriệu đồng,numeric__Lợi nhuậnchưa phânphốiTriệu đồng,numeric__Cổ phiếuquỹTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,25.299.680,1.289.001,203.000,1.497.303,1.201.774,3.526.701,(2.491.721),30.525.738,25299680.0,1289001.0,203000.0,1497303.0,1201774.0,3526701.0,-2491721.0,30525738.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,7.461.095,-,7.461.095,,,,,,7461095.0,,7461095.0
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,232.984,465.968,21.000,(719.952),-,-,,,232984.0,465968.0,21000.0,-719952.0,,
Mua lại cổ phiếu làm cổ phiếu quỹ (i),Mua lại cổ phiếu làm cổ phiếu quỹ (i),Mua lại cổ phiếu làm cổ phiếu quỹ (i),-,-,-,-,-,-,(1.109.703),(1.109.703),,,,,,,-1109703.0,-1109703.0
Phí mua lại cổ phiếu,Phí mua lại cổ phiếu,Phí mua lại cổ phiếu,-,-,-,-,-,-,(887),(887),,,,,,,-887.0,-887.0
Phát hành cổ phiếu cho nhân viên tửcổ phiếu quỹ theo ESOP (ii),Phát hành cổ phiếu cho nhân viên tửcổ phiếu quỹ theo ESOP (ii),Phát hành cổ phiếu cho nhân viên tửcổ phiếu quỹ theo ESOP (ii),-,(596.281),-,-,-,-,906.281,310.000,,-596281.0,,,,,906281.0,310000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,25.299.680,692.720,435.984,1.963.271,1.222.774,10.267.844,(2.696.030),37.186.243,25299680.0,692720.0,435984.0,1963271.0,1222774.0,10267844.0,-2696030.0,37186243.0
