row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dưđầu nămTriệu đồng > 10.073,Phát sinh trong năm > Số phải nộpTriệu đồng > 113.117,Phát sinh trong năm > Số đã nộpTriệu đồng > (100.952),Số dưcuối nămTriệu đồng > 22.238,numeric__Số dưđầu nămTriệu đồng > 10.073,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 113.117,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (100.952),numeric__Số dưcuối nămTriệu đồng > 22.238
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,440.527,1.165.455,(1.183.685),422.297,440527.0,1165455.0,-1183685.0,422297.0
Thuế khác,Thuế khác,Thuế khác,39.054,304.096,(300.835),42.315,39054.0,304096.0,-300835.0,42315.0
,,,489.654,1.582.668,(1.585.472),486.850,489654.0,1582668.0,-1585472.0,486850.0
