row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Vay và nợ,Tại ngày 31/12/2017 > Vay và nợ,Vay và nợ,790.517.707.014,120.000.000.000,-,910.517.707.014,790517707014.0,120000000000.0,,910517707014.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2017 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",695.550.894.660,132.082.060.918,-,827.632.955.578,695550894660.0,132082060918.0,,827632955578.0
Chi phí phải trả,Tại ngày 31/12/2017 > Chi phí phải trả,Chi phí phải trả,387.742.688.856,-,-,387.742.688.856,387742688856.0,,,387742688856.0
,,,1.873.811.290.530,252.082.060.918,-,2.125.893.351.448,1873811290530.0,252082060918.0,,2125893351448.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Vay và nợ,Tại ngày 01/01/2017 > Vay và nợ,Vay và nợ,931.404.997.474,487.251.345.014,-,1.418.656.342.488,931404997474.0,487251345014.0,,1418656342488.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2017 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",673.815.902.010,132.231.267.018,-,806.047.169.028,673815902010.0,132231267018.0,,806047169028.0
Chi phí phải trả,Tại ngày 01/01/2017 > Chi phí phải trả,Chi phí phải trả,387.398.560.263,-,-,387.398.560.263,387398560263.0,,,387398560263.0
,,,1.992.619.459.747,619.482.612.032,-,2.612.102.071.779,1992619459747.0,619482612032.0,,2612102071779.0
