row_label_raw,row_label_full,col_0,31/12/2017 > Giá trịVND,31/12/2017 > Dự phòngVND,01/01/2017 > Giá trịVND,01/01/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trịVND,numeric__31/12/2017 > Dự phòngVND,numeric__01/01/2017 > Giá trịVND,numeric__01/01/2017 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về cổ phần hóa,a) Ngắn hạn > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,200.000.000,-,200.000.000,-,200000000.0,,200000000.0,
- Phải thu về tạm ứng (1),a) Ngắn hạn > - Phải thu về tạm ứng (1),- Phải thu về tạm ứng (1),190.491.980.803,-,163.187.592.624,-,190491980803.0,,163187592624.0,
- Phải thu BHXH,a) Ngắn hạn > - Phải thu BHXH,- Phải thu BHXH,-,-,1.395.934,-,,,1395934.0,
- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư vào Công ty CP Bất động sản Dapark,a) Ngắn hạn > - Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư vào Công ty CP Bất động sản Dapark,- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư vào Công ty CP Bất động sản Dapark,6.600.000.000,(6.600.000.000),6.600.000.000,(6.600.000.000),6600000000.0,-6600000000.0,6600000000.0,-6600000000.0
- Phải thu Ông Huỳnh Văn Nghị,a) Ngắn hạn > - Phải thu Ông Huỳnh Văn Nghị,- Phải thu Ông Huỳnh Văn Nghị,1.200.000.000,-,1.200.000.000,-,1200000000.0,,1200000000.0,
- Lãi dự thu,a) Ngắn hạn > - Lãi dự thu,- Lãi dự thu,4.720.323.402,-,15.515.013.892,-,4720323402.0,,15515013892.0,
- Phải thu Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,a) Ngắn hạn > - Phải thu Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Phải thu Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,408.026.584,-,91.549.088.299,-,408026584.0,,91549088299.0,
- Phải thu Công Ty CP May mặc Bình Dương,a) Ngắn hạn > - Phải thu Công Ty CP May mặc Bình Dương,- Phải thu Công Ty CP May mặc Bình Dương,11.260.099.684,-,-,-,11260099684.0,,,
- Phải thu Công Ty TNHH MTV Giấy Vĩnh Phú,a) Ngắn hạn > - Phải thu Công Ty TNHH MTV Giấy Vĩnh Phú,- Phải thu Công Ty TNHH MTV Giấy Vĩnh Phú,7.856.073.228,-,-,-,7856073228.0,,,
- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành (2),a) Ngắn hạn > - Phải thu Công ty CP Đầu tư và Phát triển Tân Thành (2),- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành (2),142.800.901.417,-,-,-,142800901417.0,,,
+ Lãi vay,a) Ngắn hạn > + Lãi vay,+ Lãi vay,3.591.128.617,,-,-,3591128617.0,,,
+ Phải thu tiền góp vốn,a) Ngắn hạn > + Phải thu tiền góp vốn,+ Phải thu tiền góp vốn,139.209.772.800,,-,-,139209772800.0,,,
- Phải thu Công ty TNHH YCH - Protrade tiền kinh phí công đoàn,a) Ngắn hạn > - Phải thu Công ty TNHH YCH - Protrade tiền kinh phí công đoàn,- Phải thu Công ty TNHH YCH - Protrade tiền kinh phí công đoàn,257.000.000,-,180.000.000,-,257000000.0,,180000000.0,
- Phải thu quỹ khen thưởng phúc,a) Ngắn hạn > - Phải thu quỹ khen thưởng phúc,- Phải thu quỹ khen thưởng phúc,27.137.456.710,-,23.061.072.344,-,27137456710.0,,23061072344.0,
- Phải thu thuế TNCN,a) Ngắn hạn > - Phải thu thuế TNCN,- Phải thu thuế TNCN,100.651.286,-,-,-,100651286.0,,,
- Chi hộ Công Ty TNHH Du lịch D&M,a) Ngắn hạn > - Chi hộ Công Ty TNHH Du lịch D&M,- Chi hộ Công Ty TNHH Du lịch D&M,153.881.000,-,134.000.000,-,153881000.0,,134000000.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,389.139.878,-,153.207.587,-,389139878.0,,153207587.0,
,,,393.575.533.992,(6.600.000.000),301.781.370.680,(6.600.000.000),393575533992.0,-6600000000.0,301781370680.0,-6600000000.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",3.000.000,-,3.000.000,-,3000000.0,,3000000.0,
- Phải thu Công ty Cổ phần Hưng Vượng (3),b) Dài hạn > - Phải thu Công ty Cổ phần Hưng Vượng (3),- Phải thu Công ty Cổ phần Hưng Vượng (3),312.198.945.948,-,312.818.524.893,-,312198945948.0,,312818524893.0,
- Ông Trương Hồng Phong (4),b) Dài hạn > - Ông Trương Hồng Phong (4),- Ông Trương Hồng Phong (4),793.562.000,-,793.562.000,-,793562000.0,,793562000.0,
,,,312.995.507.948,-,313.615.086.893,-,312995507948.0,,313615086893.0,
