row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương ti,Tài sản tài chính > Tiền và các khoản tương đương ti,Tiền và các khoản tương đương ti,294.759.555.451,-,137.078.404.387,-,294759555451.0,,137078404387.0,
"Phải thu khách hàng, phải thu khá","Tài sản tài chính > Phải thu khách hàng, phải thu khá","Phải thu khách hàng, phải thu khá",717.080.305.218,(13.815.315.360),784.670.752.396,(13.815.315.360),717080305218.0,-13815315360.0,784670752396.0,-13815315360.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,126.368.363.779,-,1.029.115.655.836,-,126368363779.0,,1029115655836.0,
Đầu tư dài hạn,Tài sản tài chính > Đầu tư dài hạn,Đầu tư dài hạn,505.000.000,-,505.000.000,-,505000000.0,,505000000.0,
,,,1.138.713.224.448,(13.815.315.360),1.951.369.812.619,(13.815.315.360),1138713224448.0,-13815315360.0,1951369812619.0,-13815315360.0
,,,,,Giá trị ghi số kế toán,Giá trị ghi số kế toán,,,,
,,,,,31/12/2017,01/01/2017,,,,
,,,,,VND,VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,910.517.707.014,1.418.656.342.488,,,910517707014.0,1418656342488.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,827.632.955.578,806.047.169.028,,,827632955578.0,806047169028.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,387.742.688.856,387.398.560.263,,,387742688856.0,387398560263.0
,,,,,2.125.893.351.448,2.612.102.071.779,,,2125893351448.0,2612102071779.0
