row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2017,01/01/2017,numeric__Mối quan hệ,numeric__31/12/2017,numeric__01/01/2017
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,,
- Công ty TNHH YCH-PROTRADE,Phải thu ngắn hạn khách hàng > - Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,4.945.139.918,4.945.139.918,,4945139918.0,4945139918.0
- Công ty CP Đầu tư & Phát triển Tân Thành,Phải thu ngắn hạn khách hàng > - Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,Công ty liên kết,-,26.163.823.840,,,26163823840.0
- Công ty TNHH Đầu tư Xây dựng Tân Phú,Phải thu ngắn hạn khách hàng > - Công ty TNHH Đầu tư Xây dựng Tân Phú,- Công ty TNHH Đầu tư Xây dựng Tân Phú,Công ty liên kết,-,133.158.864.505,,,133158864505.0
Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,,,
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Phải thu về cho vay > - Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,-,658.480.000.000,,,658480000000.0
- Công ty CP Đầu Tư & Phát Triển Tân Thành,Phải thu về cho vay > - Công ty CP Đầu Tư & Phát Triển Tân Thành,- Công ty CP Đầu Tư & Phát Triển Tân Thành,Công ty liên kết,69.245.610.531,76.058.750.000,,69245610531.0,76058750000.0
- Công ty TNHH YCH-PROTRADE,Phải thu về cho vay > - Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,20.541.052.576,20.581.817.619,,20541052576.0,20581817619.0
- Công ty TNHH Quốc tế Protrade,Phải thu về cho vay > - Công ty TNHH Quốc tế Protrade,- Công ty TNHH Quốc tế Protrade,Công ty liên kết,-,261.073.387.545,,,261073387545.0
- Công ty Cổ phần Du lịch D&M,Phải thu về cho vay > - Công ty Cổ phần Du lịch D&M,- Công ty Cổ phần Du lịch D&M,Công ty con,9.896.049.652,9.896.049.652,,9896049652.0,9896049652.0
- Công ty TNHH Sân Golf Palm Sông Bé,Phải thu về cho vay > - Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,6.500.000.000,-,,6500000000.0,
- Công ty CP Cao su Dầu Tiếng Việt Lào,Phải thu về cho vay > - Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty liên kết,19.160.000.000,2.000.000.000,,19160000000.0,2000000000.0
