row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,323.018.272.536,262.416.414.563,,,323018272536.0,262416414563.0
01,01,01,2. Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,Khấu hao tài sản cố định và bắt động sản đầu tư,,6.577.198.572,6.850.828.175,,,6577198572.0,6850828175.0
03,01 > 03,03,Các khoản dự phòng,,(65.806.206.005),279.959.822.505,,,-65806206005.0,279959822505.0
04,01 > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,434.898.589,(5.033.243.537),,,434898589.0,-5033243537.0
05,01 > 05,05,"Lãi, lỗ từ hoạt động đầu tư",,(480.709.152.189),(515.199.222.207),,,-480709152189.0,-515199222207.0
06,01 > 06,06,Chi phí lãi vay,,112.471.753.480,102.662.385.358,,,112471753480.0,102662385358.0
08,01 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(104.013.235.017),131.656.984.857,,,-104013235017.0,131656984857.0
09,01 > 09,09,"Tăng, giảm các khoản phải thu",,94.019.840.956,(84.603.144.606),,,94019840956.0,-84603144606.0
10,01 > 10,10,"Tăng, giảm hàng tồn kho",,(5.830.482.999),(118.857.150.892),,,-5830482999.0,-118857150892.0
11,01 > 11,11,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(137.532.160.911),131.911.957.006,,,-137532160911.0,131911957006.0
12,01 > 12,12,"Tăng, giảm chi phí trả trước",,(1.618.000.852),(22.428.304),,,-1618000852.0,-22428304.0
14,01 > 14,14,Tiền lãi vay đã trả,,(113.815.317.283),(114.926.651.420),,,-113815317283.0,-114926651420.0
15,01 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(63.054.958.889),-,,,-63054958889.0,
17,01 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(7.771.531.785),(1.452.265.926),,,-7771531785.0,-1452265926.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(339.615.846.780),(56.292.699.285),,,-339615846780.0,-56292699285.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,01 > 21,21,"1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(9.636.778.081),(12.723.476.000),,,-9636778081.0,-12723476000.0
23,01 > 23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(23.660.000.000),(377.973.387.545),,,-23660000000.0,-377973387545.0
24,01 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,926.407.292.057,161.448.432.381,,,926407292057.0,161448432381.0
25,01 > 25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(314.399.871.110),(545.629.050.810),,,-314399871110.0,-545629050810.0
26,01 > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,102.605.500.000,261.865.743.370,,,102605500000.0,261865743370.0
27,01 > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được",,396.263.328.620,410.998.671.326,,,396263328620.0,410998671326.0
30,01 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,1.077.579.471.486,(102.013.067.278),,,1077579471486.0,-102013067278.0
