row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2017,Năm 2016,numeric__Mối quan hệ,numeric__Năm 2017,numeric__Năm 2016
,,,Mối quan hệ,VND,VND,,,
Góp vốn,Góp vốn,Góp vốn,Góp vốn,Góp vốn,Góp vốn,,,
- Công ty CP Phát Triển Phú Mỹ,Góp vốn > - Công ty CP Phát Triển Phú Mỹ,- Công ty CP Phát Triển Phú Mỹ,Công ty liên kết,70.777.311.110,26.770.500.000,,70777311110.0,26770500000.0
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Góp vốn > - Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,800.750.000.000,-,,800750000000.0,
- Công Ty TNHH Đầu tư Xây dựng Tân Phú,Góp vốn > - Công Ty TNHH Đầu tư Xây dựng Tân Phú,- Công Ty TNHH Đầu tư Xây dựng Tân Phú,Công ty liên kết,58.500.000.000,-,,58500000000.0,
- Công ty CP Cao su Dầu Tiếng Việt Lào,Góp vốn > - Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty liên kết,-,40.000.000.000,,,40000000000.0
- Công Ty TNHH MTV Quốc Tế Protrade,Góp vốn > - Công Ty TNHH MTV Quốc Tế Protrade,- Công Ty TNHH MTV Quốc Tế Protrade,Công ty con,-,428.859.000.000,,,428859000000.0
Thoái vốn,Thoái vốn,Thoái vốn,Thoái vốn,Thoái vốn,Thoái vốn,,,
- Công ty Cổ phần Đầu tư Xây dựng 3/2,Thoái vốn > - Công ty Cổ phần Đầu tư Xây dựng 3/2,- Công ty Cổ phần Đầu tư Xây dựng 3/2,Công ty con,-,56.823.500.000,,,56823500000.0
- Công ty CP Đầu tư và Phát triển Tân Thành,Thoái vốn > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,144.000.000.000,-,,144000000000.0,
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Thoái vốn > - Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,557.127.440.000,-,,557127440000.0,
- Công Ty TNHH Đầu tư Xây dựng Tân Phú,Thoái vốn > - Công Ty TNHH Đầu tư Xây dựng Tân Phú,- Công Ty TNHH Đầu tư Xây dựng Tân Phú,Công ty liên kết,60.000.000.000,-,,60000000000.0,
- Công ty CP Dịch Vụ & Công Nghiệp Bình Dương,Thoái vốn > - Công ty CP Dịch Vụ & Công Nghiệp Bình Dương,- Công ty CP Dịch Vụ & Công Nghiệp Bình Dương,Công ty liên kết,-,2.640.000.000,,,2640000000.0
"Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia",,,
- Công ty TNHH MTV Giấy Vĩnh Phú,"Nhận cổ tức, lợi nhuận được chia > - Công ty TNHH MTV Giấy Vĩnh Phú",- Công ty TNHH MTV Giấy Vĩnh Phú,Công ty con,13.613.494.464,8.892.896.823,,13613494464.0,8892896823.0
- Công ty TNHH MTV Công nghiệp và dịch vụThuốc lá Bình Dương,"Nhận cổ tức, lợi nhuận được chia > - Công ty TNHH MTV Công nghiệp và dịch vụThuốc lá Bình Dương",- Công ty TNHH MTV Công nghiệp và dịch vụThuốc lá Bình Dương,Công ty con,-,1.328.684.890,,,1328684890.0
- Công ty CP Thương mại Tổng hợp Thuận An,"Nhận cổ tức, lợi nhuận được chia > - Công ty CP Thương mại Tổng hợp Thuận An",- Công ty CP Thương mại Tổng hợp Thuận An,Công ty con,1.664.520.000,1.664.520.000,,1664520000.0,1664520000.0
- Công ty Cổ phần Đầu tư Xây dựng 3/2,"Nhận cổ tức, lợi nhuận được chia > - Công ty Cổ phần Đầu tư Xây dựng 3/2",- Công ty Cổ phần Đầu tư Xây dựng 3/2,Công ty con,-,10.186.416.000,,,10186416000.0
- Công ty TNHH FrieslandCampina VN,"Nhận cổ tức, lợi nhuận được chia > - Công ty TNHH FrieslandCampina VN",- Công ty TNHH FrieslandCampina VN,Công ty liên kết,273.702.582.955,210.000.000.000,,273702582955.0,210000000000.0
- Công ty CP Hưng Vượng,"Nhận cổ tức, lợi nhuận được chia > - Công ty CP Hưng Vượng",- Công ty CP Hưng Vượng,Công ty liên kết,5.562.216.000,2.781.108.000,,5562216000.0,2781108000.0
