row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,Thuyết minh,31/12/2017 > VND,01/01/2017 > VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 > VND
300,300,300,C.,NỘ PHẢI TRẢ,,2.335.215.763.925,2.869.744.583.993,,,,2335215763925.0,2869744583993.0
310,310,310,I.,Nợ ngắn hạn,,2.083.133.703.007,2.250.261.971.961,,,,2083133703007.0,2250261971961.0
311,311,311,1.,Phải trả người bán ngắn hạn,17,2.175.682.077,126.404.257.801,1.0,,17.0,2175682077.0,126404257801.0
312,312,312,2.,Người mua trả tiền trước ngắn hạn,18,198.474.491.613,178.487.439.513,2.0,,18.0,198474491613.0,178487439513.0
313,313,313,3.,Thuế và các khoản phải nộp Nhà nước,19,1.093.679.138,71.961.750.485,3.0,,19.0,1093679138.0,71961750485.0
314,314,314,4.,Phải trả người lao động,,9.754.241.726,7.193.322.216,4.0,,,9754241726.0,7193322216.0
315,315,315,5.,Chỉ phí phải trả ngắn hạn,20,387.742.688.856,387.398.560.263,5.0,,20.0,387742688856.0,387398560263.0
319,319,319,6.,Phải trả ngắn hạn khác,21,693.375.212.583,547.411.644.209,6.0,,21.0,693375212583.0,547411644209.0
320,320,320,7.,Vay và nợ thuê tài chính ngắn hạn,16,790.517.707.014,931.404.997.474,7.0,,16.0,790517707014.0,931404997474.0
330,330,330,II.,Nợ dài hạn,,252.082.060.918,619.482.612.032,,,,252082060918.0,619482612032.0
337,337,337,1.,Phải trả dài hạn khác,21,132.082.060.918,132.231.267.018,1.0,,21.0,132082060918.0,132231267018.0
338,338,338,2.,Vay và nợ thuê tài chính dài hạn,16,120.000.000.000,487.251.345.014,2.0,,16.0,120000000000.0,487251345014.0
400,400,400,D.,VỐN CHỦ SỞ HỮU,,1.706.557.546.306,1.770.610.028.683,,,,1706557546306.0,1770610028683.0
410,410,410,I.,Vốn chủ sở hữu,22,1.706.557.546.306,1.770.610.028.683,,,22.0,1706557546306.0,1770610028683.0
411,411,411,1.,Vốn góp của chủ sở hữu,,1.350.000.000.000,1.350.000.000.000,1.0,,,1350000000000.0,1350000000000.0
418,418,418,2.,Quỹ đầu tư phát triển,,44.770.671.835,193.445.858.281,2.0,,,44770671835.0,193445858281.0
421,421,421,3.,Lợi nhuận sau thuế chưa phân phối,,311.786.874.471,227.164.170.402,3.0,,,311786874471.0,227164170402.0
421a,421a,421a,,LNST chưa phân phối lũy kế đến cuối năm trước,,-,-,,,,,
421b,421a > 421b,421b,,LNST chưa phân phối năm nay,,311.786.874.471,227.164.170.402,,,,311786874471.0,227164170402.0
440,421a > 440,440,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,,4.041.773.310.231,4.640.354.612.676,,,,4041773310231.0,4640354612676.0
