row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốcVND,31/12/2017 > Giá trị hợp lýVND,31/12/2017 > Dự phòngVND,01/01/2017 > Giá gốcVND,01/01/2017 > Giá trị hợp lýVND,01/01/2017 > Dự phòngVND,numeric__31/12/2017 > Giá gốcVND,numeric__31/12/2017 > Giá trị hợp lýVND,numeric__31/12/2017 > Dự phòngVND,numeric__01/01/2017 > Giá gốcVND,numeric__01/01/2017 > Giá trị hợp lýVND,numeric__01/01/2017 > Dự phòngVND
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,1.198.505.965.138,893.247.580.416,(305.258.384.722),1.198.505.965.138,841.044.923.723,(357.461.041.415),1198505965138.0,893247580416.0,-305258384722.0,1198505965138.0,841044923723.0,-357461041415.0
- Công ty TNHH Du lịch D&M,- Công ty TNHH Du lịch D&M,- Công ty TNHH Du lịch D&M,5.500.000.000,5.500.000.000,-,5.500.000.000,5.500.000.000,-,5500000000.0,5500000000.0,,5500000000.0,5500000000.0,
"- KP Apparel Manufacturing Co.,Ltd(Vương quốc Campuchia)","- KP Apparel Manufacturing Co.,Ltd(Vương quốc Campuchia)","- KP Apparel Manufacturing Co.,Ltd(Vương quốc Campuchia)",62.138.569.749,62.138.569.749,-,62.138.569.749,62.138.569.749,-,62138569749.0,62138569749.0,,62138569749.0,62138569749.0,
- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,20.000.000.000,20.000.000.000,-,20.000.000.000,20.000.000.000,-,20000000000.0,20000000000.0,,20000000000.0,20000000000.0,
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,3.004.000.000,3.004.000.000,-,3.004.000.000,3.004.000.000,-,3004000000.0,3004000000.0,,3004000000.0,3004000000.0,
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,572.534.550.810,281.862.265.317,(290.672.285.493),572.534.550.810,229.659.608.624,(342.874.942.186),572534550810.0,281862265317.0,-290672285493.0,572534550810.0,229659608624.0,-342874942186.0
- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,535.328.844.579,520.742.745.350,(14.586.099.229),535.328.844.579,520.742.745.350,(14.586.099.229),535328844579.0,520742745350.0,-14586099229.0,535328844579.0,520742745350.0,-14586099229.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",1.292.013.730.999,1.041.663.560.299,(250.350.170.700),979.113.859.889,715.160.139.877,(263.953.720.012),1292013730999.0,1041663560299.0,-250350170700.0,979113859889.0,715160139877.0,-263953720012.0
- Công ty CP Cao su Đầu Tiếng Việt Lào,- Công ty CP Cao su Đầu Tiếng Việt Lào,- Công ty CP Cao su Đầu Tiếng Việt Lào,200.000.000.000,200.000.000.000,-,200.000.000.000,200.000.000.000,-,200000000000.0,200000000000.0,,200000000000.0,200000000000.0,
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,411.949.964.999,220.643.933.974,(191.306.031.025),341.172.653.889,149.866.622.864,(191.306.031.025),411949964999.0,220643933974.0,-191306031025.0,341172653889.0,149866622864.0,-191306031025.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,88.471.846.000,88.471.846.000,-,88.471.846.000,88.471.846.000,-,88471846000.0,88471846000.0,,88471846000.0,88471846000.0,
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc (1),- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc (1),- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc (1),293.950.560.000,243.622.560.000,(50.328.000.000),50.328.000.000,-,(50.328.000.000),293950560000.0,243622560000.0,-50328000000.0,50328000000.0,,-50328000000.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,46.351.795.000,46.351.795.000,-,46.351.795.000,46.351.795.000,-,46351795000.0,46351795000.0,,46351795000.0,46351795000.0,
- Công ty TNHH Đầu tư Xây dựng Tân Phú (2),- Công ty TNHH Đầu tư Xây dựng Tân Phú (2),- Công ty TNHH Đầu tư Xây dựng Tân Phú (2),-,-,-,1.500.000.000,1.500.000.000,-,,,,1500000000.0,1500000000.0,
- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,48.621.375.000,39.905.235.325,(8.716.139.675),48.621.375.000,26.301.686.013,(22.319.688.987),48621375000.0,39905235325.0,-8716139675.0,48621375000.0,26301686013.0,-22319688987.0
- Công ty CP Đầu tư & Phát triển Tân Thành (3),- Công ty CP Đầu tư & Phát triển Tân Thành (3),- Công ty CP Đầu tư & Phát triển Tân Thành (3),144.000.000.000,144.000.000.000,-,144.000.000.000,144.000.000.000,-,144000000000.0,144000000000.0,,144000000000.0,144000000000.0,
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,58.668.190.000,58.668.190.000,-,58.668.190.000,58.668.190.000,-,58668190000.0,58668190000.0,,58668190000.0,58668190000.0,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,505.000.000,505.000.000,-,505.000.000,505.000.000,-,505000000.0,505000000.0,,505000000.0,505000000.0,
- Công ty Cổ phần Cơ khí vận tải Đầu Tiếng,- Công ty Cổ phần Cơ khí vận tải Đầu Tiếng,- Công ty Cổ phần Cơ khí vận tải Đầu Tiếng,505.000.000,505.000.000,-,505.000.000,505.000.000,-,505000000.0,505000000.0,,505000000.0,505000000.0,
,,,2.491.024.696.137,1.935.416.140.715,(555.608.555.422),2.178.124.825.027,1.556.710.063.600,(621.414.761.427),2491024696137.0,1935416140715.0,-555608555422.0,2178124825027.0,1556710063600.0,-621414761427.0
