row_label_raw,row_label_full,31/12/2017,01/01/2017,numeric__01/01/2017
VND,VND,VND,VND,
2.049.707.462,VND > 2.049.707.462,2.049.707.462,1.821.707.462,1821707462.0
678.622.646.861,VND > 678.622.646.861,678.622.646.861,534.463.052.398,534463052398.0
427.397.260,VND > 427.397.260,427.397.260,1.785.089.656,1785089656.0
-,VND > -,-,889.620.747,889620747.0
427.397.260,427.397.260,427.397.260,-,
-,427.397.260 > -,-,895.468.909,895468909.0
12.240.461.000,427.397.260 > 12.240.461.000,12.240.461.000,9.300.220.719,9300220719.0
35.000.000,427.397.260 > 35.000.000,35.000.000,41.573.974,41573974.0
693.375.212.583,427.397.260 > 693.375.212.583,693.375.212.583,547.411.644.209,547411644209.0
