row_label_raw,row_label_full,- Công ty CP Đầu tư & Phát triển Tân Thành,Công ty liên kết,5.283.932.166,3.798.887.632,numeric__Công ty liên kết,numeric__5.283.932.166,numeric__3.798.887.632
- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,145.315.068,-,,145315068.0,
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,-,51.103.005.333,,,51103005333.0
