row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 VND,Năm 2016 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 VND,numeric__Năm 2016 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,29.637.765.904,568.061.900.375,,24.0,29637765904.0,568061900375.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,29.637.765.904,568.061.900.375,,,29637765904.0,568061900375.0
11,02 > 11,11,4. Giá vốn hàng bán,25,21.268.572.228,376.299.577.538,,25.0,21268572228.0,376299577538.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,8.369.193.676,191.762.322.837,,,8369193676.0,191762322837.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,26,424.764.588.012,520.232.465.744,,26.0,424764588012.0,520232465744.0
22,02 > 22,22,7. Chi phí tài chính,27,91.037.923.278,414.943.732.745,,27.0,91037923278.0,414943732745.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,112.471.753.480,102.662.385.358,,,112471753480.0,102662385358.0
25,02 > 25,25,8. Chi phí bán hàng,,869.118.997,922.015.926,,,869118997.0,922015926.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,28,74.206.273.833,29.540.105.716,,28.0,74206273833.0,29540105716.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,267.020.465.580,266.588.934.194,,,267020465580.0,266588934194.0
31,02 > 31,31,11. Thu nhập khác,29,56.158.835.343,150.017.377,,29.0,56158835343.0,150017377.0
32,02 > 32,32,12. Chi phí khác,30,161.028.387,4.322.537.008,,30.0,161028387.0,4322537008.0
40,02 > 40,40,13. Lợi nhuận khác,,55.997.806.956,(4.172.519.631),,,55997806956.0,-4172519631.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,323.018.272.536,262.416.414.563,,,323018272536.0,262416414563.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,11.231.398.065,36.399.824.328,,31.0,11231398065.0,36399824328.0
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,311.786.874.471,226.016.590.235,,,311786874471.0,226016590235.0
