row_label_raw,row_label_full,col_0,col_1,01/01/2017 > Giá trị,01/01/2017 > Số có khả năngtrà nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2017 > Giá trị,31/12/2017 > Số có khả năngtrà nợ,numeric__col_1,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khả năngtrà nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khả năngtrà nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,767.423.962.983,767.423.962.983,1.613.313.338.814,1.785.737.301.797,595.000.000.000,595.000.000.000,,767423962983.0,767423962983.0,1613313338814.0,1785737301797.0,595000000000.0,595000000000.0
a),a),a),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV) - CN Bình Dương\( ^{(1)} \),671.000.000.000,671.000.000.000,998.000.000.000,1.249.000.000.000,420.000.000.000,420.000.000.000,,671000000000.0,671000000000.0,998000000000.0,1249000000000.0,420000000000.0,420000000000.0
a),a),a),- Ngân hàng TMCP Công Thương Việt Nam - CN TP. Hồ Chí Minh,16.423.962.983,16.423.962.983,15.313.338.814,31.737.301.797,-,-,,16423962983.0,16423962983.0,15313338814.0,31737301797.0,,
a),a),a),- Văn phòng Tỉnh uỷ Bình Dương\( ^{(2)} \),75.000.000.000,75.000.000.000,-,-,75.000.000.000,75.000.000.000,,75000000000.0,75000000000.0,,,75000000000.0,75000000000.0
a),a),a),- Công ty TNHH MTV Chăn nuôi VIFACO,5.000.000.000,5.000.000.000,-,5.000.000.000,-,-,,5000000000.0,5000000000.0,,5000000000.0,,
a),a),a),- Quỹ Đầu tư Phát triển Tỉnh Bình Dương,-,-,500.000.000.000,500.000.000.000,-,-,,,,500000000000.0,500000000000.0,,
a),a),a),- Công ty TNHH MTV Quốc tế Protrade\( ^{(3)} \),-,-,100.000.000.000,-,100.000.000.000,100.000.000.000,,,,100000000000.0,,100000000000.0,100000000000.0
,,,Nợ dài hạn đến hạn trả,163.981.034.491,163.981.034.491,283.851.345.014,252.314.672.491,195.517.707.014,195.517.707.014,,163981034491.0,163981034491.0,283851345014.0,252314672491.0,195517707014.0,195517707014.0
,,,- Ngân hàng Đầu tư và Phát triển Việt Nam (BIDV) - CN Bình Dương,101.350.000.000,101.350.000.000,106.600.000.000,207.950.000.000,-,-,,101350000000.0,101350000000.0,106600000000.0,207950000000.0,,
,,,- Quỹ Đầu tư Phát triển Tỉnh Bình Dương,32.631.034.491,32.631.034.491,150.000.000.000,32.631.034.491,150.000.000.000,150.000.000.000,,32631034491.0,32631034491.0,150000000000.0,32631034491.0,150000000000.0,150000000000.0
,,,- Công ty Cổ phần May mặc Bình Dương,30.000.000.000,30.000.000.000,27.251.345.014,11.733.638.000,45.517.707.014,45.517.707.014,,30000000000.0,30000000000.0,27251345014.0,11733638000.0,45517707014.0,45517707014.0
,,,,931.404.997.474,931.404.997.474,1.897.164.683.828,2.038.051.974.288,790.517.707.014,790.517.707.014,,931404997474.0,931404997474.0,1897164683828.0,2038051974288.0,790517707014.0,790517707014.0
