row_label_raw,row_label_full,col_0,Giá trị sổ sách > Ngày 31 tháng 12năm 2022triệu đồng,Giá trị sổ sách > Ngày 31 tháng 12năm 2021triệu đồng,numeric__Giá trị sổ sách > Ngày 31 tháng 12năm 2022triệu đồng,numeric__Giá trị sổ sách > Ngày 31 tháng 12năm 2021triệu đồng
Bất động sản,Bất động sản,Bất động sản,571.890.249,434.601.510,571890249.0,434601510.0
Động sản,Động sản,Động sản,78.130.373,58.470.248,78130373.0,58470248.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,223.096.662,254.591.937,223096662.0,254591937.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,478.921.593,288.885.946,478921593.0,288885946.0
,,,1.352.038.877,1.036.549.641,1352038877.0,1036549641.0
