row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị > Năm 2022 triệu đồng,Giá trị > Năm 2021 triệu đồng,numeric__Giao dịch,numeric__Giá trị > Năm 2022 triệu đồng,numeric__Giá trị > Năm 2021 triệu đồng
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu lãi tiền gửi tại Công ty con,584.208,81.658,,584208.0,81658.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu dịch vụ tư vấn và phí khác,169.353,65.108,,169353.0,65108.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Chi phí lãi tiền gửi của Công ty con,(51.815),(8.038),,-51815.0,-8038.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu từ hợp đồng phải sinh,-,21.968,,,21968.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Chi phí cho hợp đồng phải sinh,-,(11.526),,,-11526.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu dịch vụ thanh toán,3.877,1.985,,3877.0,1985.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu phí thu chi hộ,2.007,4.644,,2007.0,4644.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Thu từ hỗ trợ hợp tác kinh doanh,-,46.000,,,46000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,"Lợi nhuận, quỹ chuyển về từ Công ty con",-,3.600.000,,,3600000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Nhận tiền gửi từ Công ty con,302.580.000,164.520.000,,302580000.0,164520000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Trả tiền gửi từ Công ty con,(296.560.000),(164.120.000),,-296560000.0,-164120000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Gửi tiền tại Công ty con,72.600.000,30.330.000,,72600000.0,30330000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Rút tiền gửi tại Công ty con,(64.640.000),(28.410.000),,-64640000.0,-28410000.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,Chi phí lãi tiền gửi của Công ty con,(3.414),(3.678),,-3414.0,-3678.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,"Lợi nhuận, quỹ chuyển về từ Công ty con",30.196,513,,30196.0,513.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,Nhận tiền gửi từ Công ty con,191.100,-,,191100.0,
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,Trả tiền gửi từ Công ty con,(216.100),-,,-216100.0,
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Chi phí lãi tiền gửi của Công ty con,(3.392),-,,-3392.0,
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Chi phí dịch vụ tư vấn,(3.350),-,,-3350.0,
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Phí chuyển nhượng chứng khoán,(2.160),-,,-2160.0,
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Nhận tiền gửi từ Công ty con,556.475,81.132,,556475.0,81132.0
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Tăng vốn góp ở Công ty con,(15.083.267),-,,-15083267.0,
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Chi phí lãi tiền gửi của Công ty con,(1.061),-,,-1061.0,
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Chi phí dịch vụ bảo hiểm,(318),-,,-318.0,
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Doanh thu dịch vụ bảo hiểm,145.538,-,,145538.0,
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Nhận tiền gửi từ Công ty con,79.000,-,,79000.0,
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Trả tiền gửi từ Công ty con,(179.000),-,,-179000.0,
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Tăng vốn góp ở Công ty con,(584.005),-,,-584005.0,
"Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc",Chi phí nhận tiền gửi,(2.117),(1.731),,-2117.0,-1731.0
