row_label_raw,row_label_full,"Giấy tờ có giá đưa đi thể chấp, cảm cố(Thuyết minh số 13.1) > Giấy tờ có giá bán và cam kết mua lại(Thuyết minh số 13.1)",Ngày 31 tháng 12năm 2022triệu đồng > 11.305.000 > 3.745.537,Ngày 31 tháng 12năm 2021triệu đồng > 2.805.850 > 11.885.000,numeric__Ngày 31 tháng 12năm 2022triệu đồng > 11.305.000 > 3.745.537,numeric__Ngày 31 tháng 12năm 2021triệu đồng > 2.805.850 > 11.885.000
"Các tài sản khác đưa đi thể chấp, cảm cố","Các tài sản khác đưa đi thể chấp, cảm cố","Các tài sản khác đưa đi thể chấp, cảm cố",-,2.918.000,,2918000.0
,,,15.050.537,17.608.850,15050537.0,17608850.0
