row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,55.269.218,53.004.628,55269218.0,53004628.0
- Bằng VND,- Bằng VND,- Bằng VND,52.515.077,51.840.824,52515077.0,51840824.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.754.141,1.163.804,2754141.0,1163804.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,248.368.185,185.041.419,248368185.0,185041419.0
- Bằng VND,- Bằng VND,- Bằng VND,246.091.870,182.943.827,246091870.0,182943827.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.276.315,2.097.592,2276315.0,2097592.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,67.894,78.364,67894.0,78364.0
- Bằng VND,- Bằng VND,- Bằng VND,10.696,16.714,10696.0,16714.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,57.198,61.650,57198.0,61650.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,3.547.987,1.004.108,3547987.0,1004108.0
- Bằng VND,- Bằng VND,- Bằng VND,2.606.571,796.886,2606571.0,796886.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,941.416,207.222,941416.0,207222.0
,,,307.253.284,239.128.519,307253284.0,239128519.0
