row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng triệu đồng
,,,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 đến 3 tháng triệu đồng,Từ 3 đến 12 tháng triệu đồng,Từ 1 đến 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,2.658.493,-,-,-,-,2.658.493,,,2658493.0,,,,,2658493.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tài sản > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,-,9.387.960,-,-,-,-,9.387.960,,,9387960.0,,,,,9387960.0
Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tài sản > Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,-,-,42.168.187,15.712.632,3.197.804,-,-,61.078.623,,,42168187.0,15712632.0,3197804.0,,,61078623.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,98.879,(38.226),157.018,(89.297),-,128.374,,,98879.0,-38226.0,157018.0,-89297.0,,128374.0
Cho vay khách hàng và mua nợ – gộp,Tài sản > Cho vay khách hàng và mua nợ – gộp,Cho vay khách hàng và mua nợ – gộp,2.571.302,2.441.726,41.806.601,35.721.477,96.401.415,129.594.553,58.606.059,367.143.133,2571302.0,2441726.0,41806601.0,35721477.0,96401415.0,129594553.0,58606059.0,367143133.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,-,3.534.105,2.265.401,17.798.413,28.766.032,30.354.267,82.718.218,,,3534105.0,2265401.0,17798413.0,28766032.0,30354267.0,82718218.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,21.608.000,21.608.000,,,,,,,21608000.0,21608000.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,1.465.260,1.465.260,,,,,,,1465260.0,1465260.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,104.495,-,19.284.567,8.389.334,20.160.182,-,-,47.938.578,104495.0,,19284567.0,8389334.0,20160182.0,,,47938578.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,2.675.797,2.441.726,118.938.792,62.050.618,137.714.832,158.271.288,112.033.586,594.126.639,2675797.0,2441726.0,118938792.0,62050618.0,137714832.0,158271288.0,112033586.0,594126639.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
