row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2022 Triệu đồng,Năm 2021 Triệu đồng,numeric__Thuyết minh,numeric__Năm 2022 Triệu đồng,numeric__Năm 2021 Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,43.674.965,32.214.828,25.0,43674965.0,32214828.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,26,(18.068.868),(12.833.390),26.0,-18068868.0,-12833390.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,25.606.097,19.381.438,,25606097.0,19381438.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,8.242.121,4.795.984,,8242121.0,4795984.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(2.260.366),(1.143.346),,-2260366.0,-1143346.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,5.981.755,3.652.638,27.0,5981755.0,3652638.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,28,(448.133),(48.599),28.0,-448133.0,-48599.0
(Lỗ)/lãi thuần từ mua bán chứng khoán kinh doanh,(Lỗ)/lãi thuần từ mua bán chứng khoán kinh doanh,(Lỗ)/lãi thuần từ mua bán chứng khoán kinh doanh,29,(286.440),8.879,29.0,-286440.0,8879.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,30,506.759,3.150.866,30.0,506759.0,3150866.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,11.187.533,3.540.339,,11187533.0,3540339.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(1.999.183),(1.770.410),,-1999183.0,-1770410.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,31,9.188.350,1.769.929,31.0,9188350.0,1769929.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,32,42.997,23.954.804,32.0,42997.0,23954804.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,40.591.385,51.869.955,,40591385.0,51869955.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,33,(7.842.805),(6.044.437),33.0,-7842805.0,-6044437.0
Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,32.748.580,45.825.518,,32748580.0,45825518.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,34,(8.743.516),(7.862.503),34.0,-8743516.0,-7862503.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,24.005.064,37.963.015,,24005064.0,37963015.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(4.796.414),(6.875.432),,-4796414.0,-6875432.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,23,(4.796.414),(6.875.432),23.0,-4796414.0,-6875432.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,19.208.650,31.087.583,,19208650.0,31087583.0
