row_label_raw,row_label_full,Số đầu năm > Trích lập trong năm (Thuyết minh số 34),Năm 2022 triệu đồng > 7.245 > 33.780,Năm 2021 triệu đồng > 30.647 > 41.775,numeric__Năm 2022 triệu đồng > 7.245 > 33.780,numeric__Năm 2021 triệu đồng > 30.647 > 41.775
Sử dụng dự phòng xử lý rủi ro,Sử dụng dự phòng xử lý rủi ro,Sử dụng dự phòng xử lý rủi ro,-,(65.177),,-65177.0
Số cuối năm,Số cuối năm,Số cuối năm,41.025,7.245,41025.0,7245.0
