row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,%,Ngày 31 tháng 12năm 2021triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,906.593,"0,25",1.086.930,"0,39",906593.0,0.25,1086930.0,0.39
Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,43.668,"0,01",281.375,"0,10",43668.0,0.01,281375.0,0.1
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,8.742,"0,00",26.446,"0,01",8742.0,0.0,26446.0,0.01
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,71.703.053,"19,83",55.873.840,"19,96",71703053.0,19.83,55873840.0,19.96
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,81.251,"0,02",107.926,"0,04",81251.0,0.02,107926.0,0.04
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,91.072.376,"25,18",85.203.012,"30,44",91072376.0,25.18,85203012.0,30.44
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,1.064,"0,00",750,"0,00",1064.0,0.0,750.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,73.521,"0,02",553.435,"0,20",73521.0,0.02,553435.0,0.2
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,73.039,"0,02",99.576,"0,04",73039.0,0.02,99576.0,0.04
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,81.571,"0,02",93.417,"0,03",81571.0,0.02,93417.0,0.03
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội",197.622.874,"54,65",136.542.580,"48,79",197622874.0,54.65,136542580.0,48.79
Khác,Khác,Khác,4.924,"0,00",-,-,4924.0,0.0,,
,,,421,"0,00",731,"0,00",421.0,0.0,731.0,0.0
,,,361.673.097,100,279.870.018,100,361673097.0,100.0,279870018.0,100.0
