row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,8.242.121,4.795.984,8242121.0,4795984.0
Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,2.370.534,1.364.584,2370534.0,1364584.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,78.025,177.622,78025.0,177622.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,1.372.628,571.155,1372628.0,571155.0
Thu khác,Thu khác,Thu khác,4.420.934,2.682.623,4420934.0,2682623.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(2.260.366),(1.143.346),-2260366.0,-1143346.0
Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,(282.819),(262.071),-282819.0,-262071.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(29.146),(2.773),-29146.0,-2773.0
Chi khác,Chi khác,Chi khác,(1.948.401),(878.502),-1948401.0,-878502.0
,,,5.981.755,3.652.638,5981755.0,3652638.0
