row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),24.005.064,37.963.015,24005064.0,37963015.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(42.997),(3.602.480),-42997.0,-3602480.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,19.992,16.145,19992.0,16145.0
- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,(6.408),(16.493),-6408.0,-16493.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,23.975.651,34.360.187,23975651.0,34360187.0
Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh số thuế phải nộp các năm trước,Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh số thuế phải nộp các năm trước,Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh số thuế phải nộp các năm trước,4.795.130,6.872.037,4795130.0,6872037.0
Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh số thuế phải nộp các năm trước,Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh số thuế phải nộp các năm trước,Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh số thuế phải nộp các năm trước,1.284,3.395,1284.0,3395.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,4.796.414,6.875.432,4796414.0,6875432.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,4.696.974,1.115.625,4696974.0,1115625.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(6.400.122),(3.294.083),-6400122.0,-3294083.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,3.093.266,4.696.974,3093266.0,4696974.0
