row_label_raw,row_label_full,col_0,Lợi nhuận trước thuế triệu đồng,numeric__Lợi nhuận trước thuế triệu đồng
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,6.224.659,6224659.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,2.329.117,2329117.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hồi và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hồi và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hồi và vàng,(399.534),-399534.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,(295.319),-295319.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,(2.644.107),-2644107.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,7.418.421,7418421.0
Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,(23.911.807),-23911807.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(1.798.368),-1798368.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(881.013),-881013.0
,,,(13.957.951),-13957951.0
