row_label_raw,row_label_full,col_0,Dự phòngchungtriệu đồng,Dự phòngcụ thểtriệu đồng,Tổng cộngtriệu đồng,numeric__Dự phòngchungtriệu đồng,numeric__Dự phòngcụ thểtriệu đồng,numeric__Tổng cộngtriệu đồng
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,1.567.298,1.258.160,2.825.458,1567298.0,1258160.0,2825458.0
Dự phòng rủi ro trích lập trong năm(Thuyết minh số 34),Dự phòng rủi ro trích lập trong năm(Thuyết minh số 34),Dự phòng rủi ro trích lập trong năm(Thuyết minh số 34),524.081,7.214.057,7.738.138,524081.0,7214057.0,7738138.0
Sử dụng dự phòng do bán nợ,Sử dụng dự phòng do bán nợ,Sử dụng dự phòng do bán nợ,-,(37.981),(37.981),,-37981.0,-37981.0
Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,-,(5.756.553),(5.756.553),,-5756553.0,-5756553.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,2.091.379,2.677.683,4.769.062,2091379.0,2677683.0,4769062.0
