row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,%,Ngày 31 tháng 12năm 2021triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__%_1
"Nông nghiệp, lâm nghiệp vàthủy sản","Nông nghiệp, lâm nghiệp vàthủy sản","Nông nghiệp, lâm nghiệp vàthủy sản",3.678.961,"1,02",3.807.569,"1,36",3678961.0,1.02,3807569.0,1.36
Khai khoáng,Khai khoáng,Khai khoáng,1.327.520,"0,37",554.164,"0,20",1327520.0,0.37,554164.0,0.2
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",21.391.907,"5,91",16.652.370,"5,95",21391907.0,5.91,16652370.0,5.95
"Sản xuất và phân phối điện, khídốt, nước nóng, hơi nước vàđiều hoà không khí","Sản xuất và phân phối điện, khídốt, nước nóng, hơi nước vàđiều hoà không khí","Sản xuất và phân phối điện, khídốt, nước nóng, hơi nước vàđiều hoà không khí",2.302.444,"0,64",2.257.961,"0,81",2302444.0,0.64,2257961.0,0.81
"Cung cấp nước; hoạt độngquản lý và xử lý rác thải, nurócthải","Cung cấp nước; hoạt độngquản lý và xử lý rác thải, nurócthải","Cung cấp nước; hoạt độngquản lý và xử lý rác thải, nurócthải",618.115,"0,17",174.778,"0,06",618115.0,0.17,174778.0,0.06
Xây dựng,Xây dựng,Xây dựng,23.418.023,"6,47",25.893.203,"9,25",23418023.0,6.47,25893203.0,9.25
"Bán buôn và bán lẻ; sửa chữa ôtô, mô tô, xe máy và xe có độngcơ khác","Bán buôn và bán lẻ; sửa chữa ôtô, mô tô, xe máy và xe có độngcơ khác","Bán buôn và bán lẻ; sửa chữa ôtô, mô tô, xe máy và xe có độngcơ khác",44.228.974,"12,23",40.136.840,"14,34",44228974.0,12.23,40136840.0,14.34
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,11.131.595,"3,08",6.081.250,"2,17",11131595.0,3.08,6081250.0,2.17
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,9.849.927,"2,72",8.888.961,"3,18",9849927.0,2.72,8888961.0,3.18
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,310.635,"0,09",339.174,"0,12",310635.0,0.09,339174.0,0.12
"Hoạt động tài chính, ngân hàngvà bảo hiểm","Hoạt động tài chính, ngân hàngvà bảo hiểm","Hoạt động tài chính, ngân hàngvà bảo hiểm",3.930.817,"1,09",20.007.591,"7,15",3930817.0,1.09,20007591.0,7.15
Hoạt động kinh doanh bất độngsản,Hoạt động kinh doanh bất độngsản,Hoạt động kinh doanh bất độngsản,52.051.541,"14,39",28.575.600,"10,21",52051541.0,14.39,28575600.0,10.21
