row_label_raw,row_label_full,col_0,Số dưđầu nàmtriệu đồng,Phát sinh trong năm,Phát sinh trong năm_1,Số dưcuối nàmtriệu đồng,numeric__Số dưđầu nàmtriệu đồng,numeric__Phát sinh trong năm,numeric__Phát sinh trong năm_1,numeric__Số dưcuối nàmtriệu đồng
,,,Số dưđầu nàmtriệu đồng,Số phải nộptriệu đồng,Số đã nộptriệu đồng,Số dưcuối nàmtriệu đồng,,,,
Thuế giá trị giatăng (*),Thuế giá trị giatăng (*),Thuế giá trị giatăng (*),40.262,402.758,(351.949),91.071,40262.0,402758.0,-351949.0,91071.0
Thuế thu nhậpdoanh nghiệp (*),Thuế thu nhậpdoanh nghiệp (*),Thuế thu nhậpdoanh nghiệp (*),4.696.974,4.796.414,(6.400.122),3.093.266,4696974.0,4796414.0,-6400122.0,3093266.0
Thuế khác,Thuế khác,Thuế khác,45.682,545.887,(513.074),78.495,45682.0,545887.0,-513074.0,78495.0
,,,4.782.918,5.745.059,(7.265.145),3.262.832,4782918.0,5745059.0,-7265145.0,3262832.0
