row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022VND,Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2021VND
AUD,AUD,AUD,16.150,16.678,16150.0,16678.0
CAD,CAD,CAD,17.490,17.969,17490.0,17969.0
CHF,CHF,CHF,25.661,25.021,25661.0,25021.0
CNY,CNY,CNY,3.436,3.596,3436.0,3596.0
DKK,DKK,DKK,3.160,3.160,3160.0,3160.0
EUR,EUR,EUR,25.369,25.990,25369.0,25990.0
GBP,GBP,GBP,28.672,30.911,28672.0,30911.0
JPY,JPY,JPY,181,199,181.0,199.0
NZD,NZD,NZD,17.249,17.249,17249.0,17249.0
SEK,SEK,SEK,3.078,3.078,3078.0,3078.0
SGD,SGD,SGD,17.686,16.946,17686.0,16946.0
THB,THB,THB,640,640,640.0,640.0
USD,USD,USD,23.700,22.830,23700.0,22830.0
XAU (*),XAU (*),XAU (*),663.000,613.000,663000.0,613000.0
