row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,202.190,136.864,202190.0,136864.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,37.902.002,37.743.175,37902002.0,37743175.0
- Phải thu về thư tín dụng trả chậm (*),- Phải thu về thư tín dụng trả chậm (*),- Phải thu về thư tín dụng trả chậm (*),34.191.479,35.569.214,34191479.0,35569214.0
- Ký quỹ và khoản phải thu hợp đồng tương lai TPCP,- Ký quỹ và khoản phải thu hợp đồng tương lai TPCP,- Ký quỹ và khoản phải thu hợp đồng tương lai TPCP,3,20.388,3.0,20388.0
- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,1.639.913,676.259,1639913.0,676259.0
- Tài sân có rủi ro tín dụng,- Tài sân có rủi ro tín dụng,- Tài sân có rủi ro tín dụng,80.000,33.063,80000.0,33063.0
- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,971.281,998.990,971281.0,998990.0
- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,324.994,214.297,324994.0,214297.0
- Phải thu bên ngoài khác,- Phải thu bên ngoài khác,- Phải thu bên ngoài khác,694.332,230.964,694332.0,230964.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,44.042,15.693,44042.0,15693.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,11.676,407,11676.0,407.0
,,,38.159.910,37.896.139,38159910.0,37896139.0
