row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022 > Giá trị gốctriệu đồng,Ngày 31 tháng 12năm 2022 > Tỷ lệsở hữu(%),Ngày 31 tháng 12năm 2021 > Giá trị gốctriệu đồng,Ngày 31 tháng 12năm 2021 > Tỷ lệsở hữu(%),numeric__Ngày 31 tháng 12năm 2022 > Giá trị gốctriệu đồng,numeric__Ngày 31 tháng 12năm 2022 > Tỷ lệsở hữu(%),numeric__Ngày 31 tháng 12năm 2021 > Giá trị gốctriệu đồng,numeric__Ngày 31 tháng 12năm 2021 > Tỷ lệsở hữu(%)
Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,,,,
Công ty Cổ phần Vận tải ITRACO,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Vận tải ITRACO,Công ty Cổ phần Vận tải ITRACO,-,-,21,"0,64",,,21.0,0.64
Công ty Cổ phần Thông tin tín dụng (PCB),Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Thông tin tín dụng (PCB),Công ty Cổ phần Thông tin tín dụng (PCB),3.934,"3,28",3.934,"3,28",3934.0,3.28,3934.0,3.28
Công ty Cổ phần Căng Sài Gòn,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Căng Sài Gòn,Công ty Cổ phần Căng Sài Gòn,185.276,"7,44",185.276,"7,44",185276.0,7.44,185276.0,7.44
Công ty Cổ phần Bảo hiểm OPES(Thuyết minh số 1),Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Bảo hiểm OPES(Thuyết minh số 1),Công ty Cổ phần Bảo hiểm OPES(Thuyết minh số 1),-,-,60.500,"11,00",,,60500.0,11.0
,,,189.210,,249.731,,189210.0,,249731.0,
Dự phòng đầu tư dài hạn khác,Đầu tư vào tổ chức kinh tế > Dự phòng đầu tư dài hạn khác,Dự phòng đầu tư dài hạn khác,-,,(21),,,,-21.0,
,,,189.210,,249.710,,189210.0,,249710.0,
