row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Cam kết bào lãnh vay vốn,Cam kết bào lãnh vay vốn,Cam kết bào lãnh vay vốn,2.468.421,28.721,2468421.0,28721.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,148.776.499,107.434.366,148776499.0,107434366.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,1.158.171,520.241,1158171.0,520241.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,786.489,155.144,786489.0,155144.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,146.831.839,106.758.981,146831839.0,106758981.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,46.948.724,49.784.582,46948724.0,49784582.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,47.999.900,50.011.565,47999900.0,50011565.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(1.051.176),(226.983),-1051176.0,-226983.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,22.209.420,16.818.493,22209420.0,16818493.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,7.891.410,3.637.070,7891410.0,3637070.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,6.479.337,5.100.510,6479337.0,5100510.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,420.894,703.141,420894.0,703141.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,7.739.348,7.962.153,7739348.0,7962153.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(321.569),(584.381),-321569.0,-584381.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,288.473.443,241.320.874,288473443.0,241320874.0
- Trong đó: Hạn mức tín dụng chưa sử dụngcó thể hủy ngang,- Trong đó: Hạn mức tín dụng chưa sử dụngcó thể hủy ngang,- Trong đó: Hạn mức tín dụng chưa sử dụngcó thể hủy ngang,183.780.412,141.140.632,183780412.0,141140632.0
Nghĩa vụ tiềm ăn và các cam kết đưa ra,Nghĩa vụ tiềm ăn và các cam kết đưa ra,Nghĩa vụ tiềm ăn và các cam kết đưa ra,508.876.507,415.387.036,508876507.0,415387036.0
