row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2022 VND,31/12/2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__31/12/2021 VND
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
002,002,002,Chứng chỉ có giá nhận giữ hộ,28.1,9.883.660.000,9.883.660.000,,281.0,9883660000.0,9883660000.0
004,004,004,Nợ khó đòi đã xử lý,28.2,543.598.780.096,554.424.312.143,,282.0,543598780096.0,554424312143.0
005,005,005,Ngoại tệ các loại JPY,28.3,780,780,,283.0,780.0,780.0
006,006,006,Cổ phiếu đang lưu hành (số lượng),27.3,380.562.677,267.590.641,,273.0,380562677.0,267590641.0
007,007,007,Cổ phiếu quỹ (số cổ phiếu),27.3,30.441,27.683,,273.0,30441.0,27683.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.4,13.127.170.000,1.654.179.250.000,,284.0,13127170000.0,1654179250000.0
009,009,009,Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch của CTCK,,304.410.000,276.840.000,,,304410000.0,276840000.0
010,010,010,Tài sản tài chính chờ về của CTCK,,-,420.420.000.000,,,,420420000000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.5,60.545.580.000,73.519.860.000,,285.0,60545580000.0,73519860000.0
014,014,014,Chứng quyền (Số lượng),,25.972.700,15.097.200,,,25972700.0,15097200.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư,28.6,37.158.761.740.000,35.145.798.240.000,,286.0,37158761740000.0,35145798240000.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,23.812.915.010.000,21.615.007.140.000,,,23812915010000.0,21615007140000.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,805.763.860.000,1.448.225.230.000,,,805763860000.0,1448225230000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cầm cố,,8.906.599.130.000,8.275.871.640.000,,,8906599130000.0,8275871640000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,3.188.513.920.000,2.727.061.740.000,,,3188513920000.0,2727061740000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,444.969.820.000,1.079.632.490.000,,,444969820000.0,1079632490000.0
022,022,022,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của Nhà đầu tư,28.7,311.647.610.000,377.528.770.000,,287.0,311647610000.0,377528770000.0
022.1,022.1,022.1,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, tự do chuyển nhượng",,61.335.830.000,12.765.570.000,,,61335830000.0,12765570000.0
022.2,022.2,022.2,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, hạn chế chuyển nhượng",,250.311.780.000,364.763.200.000,,,250311780000.0,364763200000.0
023,023,023,Tài sản tài chính chờ về của Nhà đầu tư,28.8,354.309.850.000,1.084.901.280.000,,288.0,354309850000.0,1084901280000.0
024.b,024.b,024.b,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư,28.9,858.240.000,858.240.000,,289.0,858240000.0,858240000.0
