row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,226.222.334.152,370.485.450.987,,,226222334152.0,370485450987.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,165.318.601.292,331.707.418.944,,291.0,165318601292.0,331707418944.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,29.2,(3.244.779.493),(4.016.450.602),,292.0,-3244779493.0,-4016450602.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",29.4,71.483.739.144,36.057.422.426,,294.0,71483739144.0,36057422426.0
01.4,01.4,01.4,1.4. Chênh lệch giảm về đánh giá lại chứng quyền,29.3,(7.335.226.791),6.737.060.219,,293.0,-7335226791.0,6737060219.0
02,02,02,2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),29.5,121.946.607.069,69.313.069.043,,295.0,121946607069.0,69313069043.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.6,767.597.558.403,646.559.759.154,,296.0,767597558403.0,646559759154.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),29.7,1.590.600.000,1.005.798.000,,297.0,1590600000.0,1005798000.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,30,716.773.377.582,931.581.759.246,,30.0,716773377582.0,931581759246.0
08,08,08,6. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,2.759.000.000,-,,,2759000000.0,
09,09,09,7. Doanh thu nghiệp vụ lưu ký chứng khoán,,21.678.432.231,17.730.620.036,,,21678432231.0,17730620036.0
10,10,10,8. Doanh thu hoạt động tư vấn tài chính,31,36.015.349.781,103.090.105.070,,31.0,36015349781.0,103090105070.0
11,11,11,9. Thu nhập hoạt động khác,32,63.780.295.338,77.996.494.912,,32.0,63780295338.0,77996494912.0
20,20,20,Cộng doanh thu hoạt động,,1.958.363.554.556,2.217.763.056.448,,,1958363554556.0,2217763056448.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,91.803.847.022,159.724.810.291,,,91803847022.0,159724810291.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,29.1,91.838.723.944,166.645.620.262,,291.0,91838723944.0,166645620262.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,29.2,(2.104.583.016),(4.476.262.999),,292.0,-2104583016.0,-4476262999.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,2.068.709.466,3.118.671.992,,,2068709466.0,3118671992.0
21.4,21.4,21.4,1.4 Chênh lệch tăng về đánh giá lại chứng quyền,29.3,996.628,(5.563.218.964),,293.0,996628.0,-5563218964.0
23,23,23,2. Lỗ và ghi nhận đánh giá theo giá trị hợp lý tài sản tài chính sẵn sàng để bán (AFS) khi phân loại,7.5,-,23.527.357.055,,75.0,,23527357055.0
24,24,24,"3. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",33,44.184.672.018,46.381.094.183,,33.0,44184672018.0,46381094183.0
26,26,26,4. Chi phí hoạt động tự doanh,34,539.113.668.921,650.574.472.485,,34.0,539113668921.0,650574472485.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,,,,,,,
28,27 > 28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,836.614.367,-,,,836614367.0,
29,27 > 29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,,5.261.770.534,385.000.000,,,5261770534.0,385000000.0
30,27 > 30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,,20.436.625.833,17.224.106.302,,,20436625833.0,17224106302.0
31,27 > 31,31,9. Chi phí hoạt động tư vấn tài chính,,21.350.753.872,41.471.525.454,,,21350753872.0,41471525454.0
32,27 > 32,32,10. Chi phí hoạt động khác,,2.137.020.025,1.294.584.000,,,2137020025.0,1294584000.0
40,27 > 40,40,Cộng chi phí hoạt động,,725.886.384.471,940.582.949.770,,,725886384471.0,940582949770.0
