row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2022 VND,31/12/2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__31/12/2021 VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,9.739.510.880.503,10.801.086.423.799,,,9739510880503.0,10801086423799.0
110,110,110,I. Tài sản tài chính,,9.704.969.881.216,10.749.300.163.847,,,9704969881216.0,10749300163847.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,194.935.879.341,118.318.984.352,,5.0,194935879341.0,118318984352.0
111.1,111.1,111.1,1.1. Tiền,,24.935.879.341,91.018.984.352,,,24935879341.0,91018984352.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,170.000.000.000,27.300.000.000,,,170000000000.0,27300000000.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,2.611.500.872.106,1.722.347.864.808,,71.0,2611500872106.0,1722347864808.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.2,1.623.292.939.025,1.584.415.039.025,,72.0,1623292939025.0,1584415039025.0
114,114,114,4. Các khoản cho vay,7.3,3.759.499.832.736,7.151.289.176.293,,73.0,3759499832736.0,7151289176293.0
115,115,115,5. Các tài sản tài chính sẵn sàng để bán (AFS),7.4,1.389.980.915.859,117.949.857.502,,74.0,1389980915859.0,117949857502.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sẵn thế chấp,7.5,(82.583.086.500),(82.583.086.500),,75.0,-82583086500.0,-82583086500.0
117,117,117,7. Các khoản phải thu,8,160.510.533.957,83.219.415.221,,8.0,160510533957.0,83219415221.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,,-,3.002.354.000,,,,3002354000.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,160.510.533.957,80.217.061.221,,,160510533957.0,80217061221.0
117.3,117.3,117.3,"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",,64.711.196.146,36.417.255.215,,,64711196146.0,36417255215.0
117.4,117.4,117.4,"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,95.799.337.811,43.799.806.006,,,95799337811.0,43799806006.0
118,118,118,8. Trả trước cho người bán,,38.016.988.078,27.392.863.570,,,38016988078.0,27392863570.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,12.529.942.656,20.989.313.964,,9.0,12529942656.0,20989313964.0
122,122,122,10. Các khoản phải thu khác,10,3.520.822.211,10.061.633.840,,10.0,3520822211.0,10061633840.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,11,(6.235.758.253),(4.100.898.228),,11.0,-6235758253.0,-4100898228.0
130,130,130,II. Tài sản ngắn hạn khác,,34.540.999.287,51.786.259.952,,,34540999287.0,51786259952.0
131,131,131,1. Tạm ứng,,4.055.032.198,1.076.680.879,,,4055032198.0,1076680879.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,398.983.654,2.070.802.126,,,398983654.0,2070802126.0
133,133,133,3. Chi phí trả trước ngắn hạn,12,14.317.396.673,24.013.308.548,,12.0,14317396673.0,24013308548.0
134,134,134,"4. Cẩm cố, thể chấp, ký quỹ, ký cược ngắn hạn",13,15.090.000.000,15.090.000.000,,13.0,15090000000.0,15090000000.0
135,135,135,5. Thuế giá trị gia tăng được khấu trừ,,171.369.547,-,,,171369547.0,
136,136,136,6. Thuế và các khoản phải thu Nhà nước,,508.217.215,35.468.399,,,508217215.0,35468399.0
137,137,137,7. Tài sản ngắn hạn khác,,-,9.500.000.000,,,,9500000000.0
