row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,16.959.886,529.637.447.024,596.401.530.506,66.764.083.482,24.663.179.163,,16959886.0,529637447024.0,596401530506.0,66764083482.0,24663179163.0
1,1,1,HPG,3.124.300,105.582.480.000,117.085.829.954,11.503.349.954,3.250.261.217,,3124300.0,105582480000.0,117085829954.0,11503349954.0,3250261217.0
1,1,1,STB,1.981.300,47.405.740.000,57.541.340.663,10.135.600.663,2.354.223.513,,1981300.0,47405740000.0,57541340663.0,10135600663.0,2354223513.0
1,1,1,TCB,924.078,36.959.118.900,45.650.230.021,8.691.111.121,2.494.038.474,,924078.0,36959118900.0,45650230021.0,8691111121.0,2494038474.0
1,1,1,VHM,459.200,29.948.320.000,35.066.788.749,5.118.468.749,1.323.229.982,,459200.0,29948320000.0,35066788749.0,5118468749.0,1323229982.0
1,1,1,VIC,270.400,22.362.690.000,25.467.482.164,3.104.792.164,175.660.457,,270400.0,22362690000.0,25467482164.0,3104792164.0,175660457.0
1,1,1,VRE,1.170.700,32.482.955.000,35.409.967.897,2.927.012.897,4.248.501.781,,1170700.0,32482955000.0,35409967897.0,2927012897.0,4248501781.0
1,1,1,Cổ phiếu niêm yết khác,9.029.908,254.896.143.124,280.179.891.058,25.283.747.934,10.817.263.739,,9029908.0,254896143124.0,280179891058.0,25283747934.0,10817263739.0
2,2,2,Chứng chỉ tiền gửi,100,100.945.479.500,100.957.644.200,12.164.700,176.668.662,,100.0,100945479500.0,100957644200.0,12164700.0,176668662.0
3,3,3,Cổ phiếu chưa niêm yết,-,-,-,-,-,,,,,,
4,3 > 4,4,Trái phiếu niêm yết,54.430.000,5.615.899.680.000,5.616.746.170.000,846.490.000,3.447.553.333,,54430000.0,5615899680000.0,5616746170000.0,846490000.0,3447553333.0
4,3 > 4,4,TD2141039,6.600.000,654.890.400.000,655.003.100.000,112.700.000,18.000.000,,6600000.0,654890400000.0,655003100000.0,112700000.0,18000000.0
4,3 > 4,4,TD2136026,5.060.000,526.314.760.000,526.397.940.000,83.180.000,299.500.000,,5060000.0,526314760000.0,526397940000.0,83180000.0,299500000.0
4,3 > 4,4,TD2030018,6.000.000,596.983.000.000,597.045.000.000,62.000.000,17.500.000,,6000000.0,596983000000.0,597045000000.0,62000000.0,17500000.0
4,3 > 4,4,TD2030017,2.500.000,247.476.000.000,247.534.500.000,58.500.000,26.000.000,,2500000.0,247476000000.0,247534500000.0,58500000.0,26000000.0
4,3 > 4,4,TD2035027,1.000.000,93.209.000.000,93.266.500.000,57.500.000,-,,1000000.0,93209000000.0,93266500000.0,57500000.0,
4,3 > 4,4,TD1929176,1.000.000,113.418.000.000,113.474.000.000,56.000.000,-,,1000000.0,113418000000.0,113474000000.0,56000000.0,
4,3 > 4,4,TD2035026,4.000.000,419.926.000.000,419.977.000.000,51.000.000,257.700.000,,4000000.0,419926000000.0,419977000000.0,51000000.0,257700000.0
4,3 > 4,4,Trái phiếu niêm yết khác,28.270.000,2.963.682.520.000,2.964.048.130.000,365.610.000,2.828.853.333,,28270000.0,2963682520000.0,2964048130000.0,365610000.0,2828853333.0
5,3 > 5,5,Trái phiếu chưa niêm yết,10.695.090,1.457.568.451.504,1.473.422.017.684,15.853.566.180,16.414.952.076,,10695090.0,1457568451504.0,1473422017684.0,15853566180.0,16414952076.0
5,3 > 5,5,NVLH2123010,4.563.008,473.962.166.574,479.500.720.653,5.538.554.079,385.589.433,,4563008.0,473962166574.0,479500720653.0,5538554079.0,385589433.0
5,3 > 5,5,VCPBOND2020-02,1.493.961,149.687.988.221,152.977.102.563,3.289.114.342,392.970.074,,1493961.0,149687988221.0,152977102563.0,3289114342.0,392970074.0
5,3 > 5,5,TRUNGNAMSOLAR_BOND2020_03,845,87.079.268.402,89.605.057.047,2.525.788.645,-,,845.0,87079268402.0,89605057047.0,2525788645.0,
5,3 > 5,5,FLCH2122001,1.500.000,150.000.000.000,151.241.194.232,1.241.194.232,1.067.696,,1500000.0,150000000000.0,151241194232.0,1241194232.0,1067696.0
5,3 > 5,5,Trái phiếu chưa niêm yết khác,3.137.276,596.839.028.307,600.097.943.189,3.258.914.882,15.635.324.873,,3137276.0,596839028307.0,600097943189.0,3258914882.0,15635324873.0
