row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,2.821.974.887,2.318.025.113,,,2821974887.0,2318025113.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,4.436.434.604,3.416.120.258,,,4436434604.0,3416120258.0
50,50,50,Cộng doanh thu hoạt động tài chính,,7.258.409.491,5.734.145.371,,,7258409491.0,5734145371.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,5.657.866.600,-,,,5657866600.0,
52,52,52,"2. Chi phí lãi vay, lãi trái phiếu phát hành",35,393.221.026.423,319.880.432.482,,35.0,393221026423.0,319880432482.0
60,60,60,Cộng chi phí tài chính,,398.878.893.023,319.880.432.482,,,398878893023.0,319880432482.0
61,61,61,V. CHI PHÍ BÁN HÀNG,,4.699.039.909,7.614.109.444,,,4699039909.0,7614109444.0
,,,VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,36,187.503.478.286,242.856.924.387,,36.0,187503478286.0,242856924387.0
70,70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,648.654.168.358,712.562.785.736,,,648654168358.0,712562785736.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,37,12.011.918.906,23.868.674.473,,37.0,12011918906.0,23868674473.0
72,72,72,Chi phí khác,,97.244.606,155.975.137,,,97244606.0,155975137.0
80,80,80,Cộng kết quả hoạt động khác,,11.914.674.300,23.712.699.336,,,11914674300.0,23712699336.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,660.568.842.658,736.275.485.072,,,660568842658.0,736275485072.0
91,91,91,1. Lợi nhuận đã thực hiện,,669.806.674.433,723.515.393.492,,,669806674433.0,723515393492.0
92,92,92,2. (Lỗ)/ lợi nhuận chưa thực hiện,,(9.237.831.775),12.760.091.580,,,-9237831775.0,12760091580.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),38,146.363.189.422,149.464.833.636,,38.0,146363189422.0,149464833636.0
100.1,100.1,100.1,1. Chi phí thuế TNDN hiện hành,38.1,148.210.755.777,146.912.815.320,,381.0,148210755777.0,146912815320.0
100.2,100.2,100.2,2. Chi phí thuế TNDN hoãn lại,38.2,(1.847.566.355),2.552.018.316,,382.0,-1847566355.0,2552018316.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,514.205.653.236,586.810.651.436,,,514205653236.0,586810651436.0
300,300,300,XII. THU NHẬP TOÀN DIỆN KHÁC SAU THUẾ TNDN,,,,,,,
500,300 > 500,500,XIII. THU NHẬP THUÀN TRÊN CỔ PHIÉU PHỐ THÔNG,,1.439,2.193,,,1439.0,2193.0
501,300 > 501,501,Lãi cơ bản trên cổ phiếu,39,1.439,2.193,,39.0,1439.0,2193.0
