row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2022 VND,31/12/2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__31/12/2021 VND
,,,B. TÀI SẢN VÀ CÁC KHOẢN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG (tiếp theo),,,,,,,
026,026,026,Tiền gửi của khách hàng,,3.079.468.867.120,3.676.971.073.048,,,3079468867120.0,3676971073048.0
027,027,027,Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,28.10,2.658.148.303.510,3.624.388.650.402,,2810.0,2658148303510.0,3624388650402.0
027.1,027.1,027.1,Trong đó: Tiền gửi ký quỹ của Nhà đầu tư tại VSD,,275.108.866.747,144.673.135.823,,,275108866747.0,144673135823.0
028,028,028,Tiền gửi tổng hợp giao dịch chứng khoán của khách hàng,28.10,420.477.813.704,25.495.811.279,,2810.0,420477813704.0,25495811279.0
030,030,030,Tiền gửi của Tổ chức phát hành chứng khoán,28.11,842.749.906,27.086.611.367,,2811.0,842749906.0,27086611367.0
031,031,031,Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,28.12,3.078.626.117.214,3.649.884.461.681,,2812.0,3078626117214.0,3649884461681.0
031.1,031.1,031.1,Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,3.057.773.916.524,3.618.928.606.100,,,3057773916524.0,3618928606100.0
031.2,031.2,031.2,Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,28.12,20.852.200.690,30.955.855.581,,2812.0,20852200690.0,30955855581.0
032,032,032,Phải trả Tổ chức phát hành chứng khoán,28.13,30.676.364,26.905.801.364,,2813.0,30676364.0,26905801364.0
035,035,035,"Phải trả cổ tức, gốc và lãi trái phiếu",28.14,812.073.542,180.810.003,,2814.0,812073542.0,180810003.0
