row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,1. Lợi nhuận trước thuế TNDN,,660.568.842.658,736.275.485.072,,,660568842658.0,736275485072.0
02,02,02,2. Điều chỉnh cho các khoản:,,276.272.815.858,286.607.409.782,,,276272815858.0,286607409782.0
03,03,03,Khấu hao TSCĐ,,44.249.438.254,22.103.983.238,,,44249438254.0,22103983238.0
04,04,04,Các khoản dự phòng,,2.134.860.025,24.840.055.283,,,2134860025.0,24840055283.0
05,05,05,Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,,(2.821.974.887),-,,,-2821974887.0,
06,06,06,"Dự chi lãi vay, lãi trái phiếu phát hành",,393.221.026.423,319.880.432.482,,,393221026423.0,319880432482.0
08,08,08,Dự thu tiền lãi,,(160.510.533.957),(80.217.061.221),,,-160510533957.0,-80217061221.0
10,10,10,3. Tăng các chi phí phi tiền tệ,,(1.342.174.509),(10.039.481.963),,,-1342174509.0,-10039481963.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(1.342.174.509),(10.039.481.963),,292.0,-1342174509.0,-10039481963.0
18,18,18,4. Giảm các doanh thu phi tiền tệ,,10.580.006.284,(2.720.609.617),,,10580006284.0,-2720609617.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,10.580.006.284,(2.720.609.617),,292.0,10580006284.0,-2720609617.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,946.079.490.291,1.010.122.803.274,,,946079490291.0,1010122803274.0
31,31,31,Tăng tài sản tài chính FVTPL,,(891.054.615.654),(253.284.872.758),,,-891054615654.0,-253284872758.0
32,32,32,Tăng các khoản đầu tư HTM,,(624.197.900.000),(704.850.000.000),,,-624197900000.0,-704850000000.0
33,33,33,Giảm/(tăng) các khoản cho vay,,3.391.789.343.557,(3.027.949.414.497),,,3391789343557.0,-3027949414497.0
34,34,34,Tăng tài sản tài chính AFS,,(1.272.031.058.357),(4.584.328.133),,,-1272031058357.0,-4584328133.0
35,35,35,Giảm phải thu bán các tài sản tài chính,,3.002.354.000,117.226.806.100,,,3002354000.0,117226806100.0
36,36,36,"Giảm phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,80.217.061.221,37.631.356.752,,,80217061221.0,37631356752.0
37,37,37,Giảm các khoản phải thu các dịch vụ CTCK cung cấp,,8.459.371.308,2.283.918.146,,,8459371308.0,2283918146.0
39,39,39,Giảm/(tăng) các khoản phải thu khác,,5.286.054.598,(17.862.885.165),,,5286054598.0,-17862885165.0
40,40,40,Giảm/(tăng) các tài sản khác,,755.556.936,(1.643.666.350),,,755556936.0,-1643666350.0
41,41,41,Giảm chi phí phải trả (không bao gồm chi phí lãi vay),,70.708.450.657,106.488.015.465,,,70708450657.0,106488015465.0
42,42,42,Giảm/(tăng) chi phí trả trước,,10.312.726.363,(35.387.042.074),,,10312726363.0,-35387042074.0
43,43,43,Thuế TNDN đã nộp,,(120.897.858.997),(133.859.888.738),,,-120897858997.0,-133859888738.0
44,44,44,Lãi vay đã trả,,(409.817.342.067),(284.378.622.542),,,-409817342067.0,-284378622542.0
45,45,45,Tăng/(giảm) phải trả cho người bán (Giảm)/tăng các khoản trích nộp phúc lợi nhân viên,,10.512.924.398,(389.013.596.134),,,10512924398.0,-389013596134.0
46,46,46,(Giảm)/tăng thuế và các khoản phải nộp Nhà nước (Không bao gồm thuế TNDN đã nộp),,(2.931.530.147),1.111.996.849,,,-2931530147.0,1111996849.0
47,47,47,(Giảm)/tăng phải trả người lao động,,(19.596.398.598),27.738.066.455,,,-19596398598.0,27738066455.0
48,48,48,"Giảm phải trả, phải nộp khác",,(10.891.699.356),8.368.215.704,,,-10891699356.0,8368215704.0
50,50,50,,,(817.871.739.684),(1.848.377.654.522),,,-817871739684.0,-1848377654522.0
60,60,60,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,357.833.190.469,(5.390.220.792.168),,,357833190469.0,-5390220792168.0
