row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,6.707.880,254.371.100.050,241.389.221.259,12.981.878.791,194.597.009.409,,6707880.0,254371100050.0,241389221259.0,12981878791.0,194597009409.0
1,1,1,FPT,794.900,83.256.670.000,78.016.313.170,5.240.356.830,14.837.473.267,,794900.0,83256670000.0,78016313170.0,5240356830.0,14837473267.0
1,1,1,MWG,163.800,21.895.510.000,19.625.643.623,2.269.866.377,10.465.147.186,,163800.0,21895510000.0,19625643623.0,2269866377.0,10465147186.0
1,1,1,POW,2.378.000,33.274.580.000,32.172.060.310,1.102.519.690,-,,2378000.0,33274580000.0,32172060310.0,1102519690.0,
1,1,1,VPB,787.000,28.953.110.000,27.925.405.992,1.027.704.008,21.158.533.265,,787000.0,28953110000.0,27925405992.0,1027704008.0,21158533265.0
1,1,1,ACB,531.000,14.858.935.000,14.175.850.864,683.084.136,414.037.503,,531000.0,14858935000.0,14175850864.0,683084136.0,414037503.0
1,1,1,VRE,591.100,18.002.350.000,17.627.246.954,375.103.046,2.645.873.249,,591100.0,18002350000.0,17627246954.0,375103046.0,2645873249.0
1,1,1,HPG,192.400,9.082.355.000,8.775.360.905,306.994.095,59.244.938.456,,192400.0,9082355000.0,8775360905.0,306994095.0,59244938456.0
1,1,1,Cổ phiếu niêm yết khác,1.269.680,45.047.590.050,43.071.339.441,1.976.250.609,85.831.006.483,,1269680.0,45047590050.0,43071339441.0,1976250609.0,85831006483.0
2,2,2,Chứng chỉ tiền gửi,965.077.067,108.534.315.148.752,108.511.436.297.635,22.878.851.117,11.659.160.360,,965077067.0,108534315148752.0,108511436297635.0,22878851117.0,11659160360.0
3,3,3,Trái phiếu niêm yết,16.090.000,1.594.147.020.000,1.593.897.650.000,249.370.000,1.676.333.333,,16090000.0,1594147020000.0,1593897650000.0,249370000.0,1676333333.0
3,3,3,TD2131018,2.000.000,197.666.000.000,197.592.000.000,74.000.000,-,,2000000.0,197666000000.0,197592000000.0,74000000.0,
3,3,3,TD2030017,2.500.000,250.933.500.000,250.887.000.000,46.500.000,-,,2500000.0,250933500000.0,250887000000.0,46500000.0,
3,3,3,TD2131015,2.600.000,257.394.700.000,257.377.200.000,17.500.000,-,,2600000.0,257394700000.0,257377200000.0,17500000.0,
3,3,3,TD2030020,2.000.000,191.845.000.000,191.828.000.000,17.000.000,-,,2000000.0,191845000000.0,191828000000.0,17000000.0,
3,3,3,TD1934187,500.000,60.039.000.000,60.023.000.000,16.000.000,-,,500000.0,60039000000.0,60023000000.0,16000000.0,
3,3,3,Trái phiếu niêm yết khác,6.490.000,636.268.820.000,636.190.450.000,78.370.000,1.676.333.333,,6490000.0,636268820000.0,636190450000.0,78370000.0,1676333333.0
4,4,4,Trái phiếu chưa niêm yết,9.058.415,2.259.120.909.330,2.203.513.748.347,55.607.160.983,59.497.246.317,,9058415.0,2259120909330.0,2203513748347.0,55607160983.0,59497246317.0
4,4,4,TRUNGNAMSOLAR_BOND2020_03,7.412,796.444.606.176,756.080.543.768,40.364.062.408,-,,7412.0,796444606176.0,756080543768.0,40364062408.0,
4,4,4,NVLH2123010,3.207.225,335.477.071.022,328.812.282.610,6.664.788.412,23.344.471.804,,3207225.0,335477071022.0,328812282610.0,6664788412.0,23344471804.0
4,4,4,TBLCH2122001,3.436.141,353.739.998.590,350.147.991.776,3.592.006.814,-,,3436141.0,353739998590.0,350147991776.0,3592006814.0,
4,4,4,HPXH2122005,513.845,53.895.241.034,51.652.423.912,2.242.817.122,4.364.999.827,,513845.0,53895241034.0,51652423912.0,2242817122.0,4364999827.0
4,4,4,GBOND49-THANHPHOAQUA600B,5.000,501.972.602.740,500.941.818.071,1.030.784.669,207.665.379,,5000.0,501972602740.0,500941818071.0,1030784669.0,207665379.0
4,4,4,Trái phiếu chưa niêm yết khác,1.888.792,217.591.389.768,215.878.688.210,1.712.701.558,31.580.109.307,,1888792.0,217591389768.0,215878688210.0,1712701558.0,31580109307.0
