row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,224.964.387.550.753,276.427.382.628.868,,,224964387550753.0,276427382628868.0
02,02,02,2. Tiền chi mua chứng khoán môi giới cho khách hàng,,(222.373.311.637.508),(279.119.567.459.430),,,-222373311637508.0,-279119567459430.0
07,07,07,3. (Chi trả)/ nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng,,(3.149.552.440.020),3.831.698.112.731,,,-3149552440020.0,3831698112731.0
09,09,09,4. Chi trả phí lưu ký chứng khoán của khách hàng,,(12.781.817.692),(11.473.058.492),,,-12781817692.0,-11473058492.0
12,12,12,5. Tiền thu của Tổ chức phát hành chứng khoán,,4.673.248.482.896,5.752.066.162.611,,,4673248482896.0,5752066162611.0
13,13,13,6. Tiền chi trả Tổ chức phát hành chứng khoán,,(4.699.492.344.357),(5.734.171.845.245),,,-4699492344357.0,-5734171845245.0
20,20,20,(Giảm)/ tăng tiền thuần trong năm,,(597.502.205.928),1.145.934.541.043,,,-597502205928.0,1145934541043.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,3.676.971.073.048,2.531.036.532.005,,,3676971073048.0,2531036532005.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,3.676.971.073.048,2.531.036.532.005,,,3676971073048.0,2531036532005.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,3.624.388.650.402,2.516.821.135.267,,,3624388650402.0,2516821135267.0
34,34,34,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,25.495.811.279,5.023.102.737,,,25495811279.0,5023102737.0
35,35,35,- Tiền gửi của Tổ chức phát hành,,27.086.611.367,9.192.294.001,,,27086611367.0,9192294001.0
40,40,40,III. Tiền và các khoản tương đương tiền cuối năm của khách hàng,,3.079.468.867.120,3.676.971.073.048,,,3079468867120.0,3676971073048.0
41,41,41,Tiền gửi ngân hàng cuối năm:,,3.079.468.867.120,3.676.971.073.048,,,3079468867120.0,3676971073048.0
42,42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,2.658.148.303.510,3.624.388.650.402,,,2658148303510.0,3624388650402.0
43,43,43,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,420.477.813.704,25.495.811.279,,,420477813704.0,25495811279.0
45,45,45,- Tiền gửi của Tổ chức phát hành,,842.749.906,27.086.611.367,,,842749906.0,27086611367.0
