row_label_raw,row_label_full,col_0,Nội dung nghiệp vụ,Năm 2022Thu nhập/(Chi phí)VND,Năm 2021Thu nhập/(Chi phí)VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2022Thu nhập/(Chi phí)VND,numeric__Năm 2021Thu nhập/(Chi phí)VND
Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,Thu lãi tiền gửi không kỳ hạn và có kỳ hạnDoanh thu phí quản lý cổ đôngDoanh thu phí hợp tác cho vay thanh toán tiền mua chứng khoánDoanh thu cho thuêvăn phòngChi phí đặt ấn phẩmBONDPhí giao dịchPhí tư vấn hồ sơ chào bán trái phiếu riêng lẻPhí tư vấn cung cấpDV đăng ký lưu ký và thanh toán trái phiếuPhí đại lý Lưu ký và thanh toán trái phiếuMcredit,65.819.405.173850.000.00049.980.835.867761.071.844-48.608.312200.000.0001.300.000.00054.000.000,44.461.673.618600.000.00059.765.033.711200.282.065(845.203.659)-,,,
Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội > Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,,(25.214.791.637),(24.918.855.088),,-25214791637.0,-24918855088.0
Công ty TNHH Bảo hiểm nhân thọ MB AgeasTổng Công ty cổ phầnBảo hiểm Quân đội,Công ty TNHH Bảo hiểm nhân thọ MB AgeasTổng Công ty cổ phầnBảo hiểm Quân đội,Công ty TNHH Bảo hiểm nhân thọ MB AgeasTổng Công ty cổ phầnBảo hiểm Quân đội,Doanh thu cho thuêvăn phòngDoanh thu phí tư vấnChi phí bảo hiểm,-(1.990.496.995),662.247.09180.000.000(1.655.978.802),,,
Công ty Tài chính TNHH MB SHINSEI,Công ty TNHH Bảo hiểm nhân thọ MB AgeasTổng Công ty cổ phầnBảo hiểm Quân đội > Công ty Tài chính TNHH MB SHINSEI,Công ty Tài chính TNHH MB SHINSEI,"Doanh thu phí đại lý lưu ký và thanh toán trái phiếuDoanh thu phí dịch vụlưu ký, chuyển khoàngiao dịch chứng khoánPhí tư vấn đầu tưchứng khoánChi phí lãi tiền gửi",27.272.724,2.272.727,,27272724.0,2272727.0
Công ty Cổ phần Quản lý Quỹ đầu tư MB,Công ty Cổ phần Quản lý Quỹ đầu tư MB,Công ty Cổ phần Quản lý Quỹ đầu tư MB,,950.167.521(439.000.000)(7.898.066),1.152.839.890(385.000.000)-,,,
Hội đồng Quản trị,Công ty Cổ phần Quản lý Quỹ đầu tư MB > Hội đồng Quản trị,Hội đồng Quản trị,"Tiền lương, thường và thủ lao",(10.769.451.629),(14.097.164.843),,-10769451629.0,-14097164843.0
Ban Kiểm soát,Công ty Cổ phần Quản lý Quỹ đầu tư MB > Ban Kiểm soát,Ban Kiểm soát,"Tiền lương, thường và thủ lao",(2.803.395.748),(5.232.258.089),,-2803395748.0,-5232258089.0
Ban Tổng Giám đốc,Công ty Cổ phần Quản lý Quỹ đầu tư MB > Ban Tổng Giám đốc,Ban Tổng Giám đốc,"Tiền lương, thường và thủ lao",(26.097.694.901),(30.742.422.959),,-26097694901.0,-30742422959.0
