row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
61,61,61,"Tiền chỉ đề mua sắm, xây dựng tài sản cố định, bắt động sản đầu tư và các tài sản khác",,(113.916.688.278),(90.924.742.266),,,-113916688278.0,-90924742266.0
62,62,62,"Tiền thu từ thanh lý, nhượng bán tài sản cố định, bắt động sản đầu tư và các tài sản khác",,759.885.104,291.755.316,,,759885104.0,291755316.0
70,70,70,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(113.156.803.174),(90.632.986.950),,,-113156803174.0,-90632986950.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
71,71,71,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,1.129.747.940.000,786.395.880.000,,,1129747940000.0,786395880000.0
72,72,72,"Tiền chi trả vốn góp cho chủ sở hữu, mua lại cổ phiếu phát hành",,(91.404.800),(532.663.500),,,-91404800.0,-532663500.0
73,73,73,Tiền vay gốc,,13.688.383.972.494,17.889.566.074.290,,,13688383972494.0,17889566074290.0
73.2,73.2,73.2,- Tiền vay khác,,13.688.383.972.494,17.889.566.074.290,,,13688383972494.0,17889566074290.0
74,74,74,Tiền chi trả nợ gốc vay,,(14.986.100.000.000),(13.173.205.346.778),,,-14986100000000.0,-13173205346778.0
74.3,74.3,74.3,- Tiền chi trả gốc vay khác,,(14.986.100.000.000),(13.173.205.346.778),,,-14986100000000.0,-13173205346778.0
80,80,80,Lưu chuyển tiền thuần từ hoạt động tài chính,,(168.059.492.306),5.502.223.944.012,,,-168059492306.0,5502223944012.0
90,90,90,LƯU CHUYỀN TIỀN THUÀN TRONG NĂM,,76.616.894.989,21.370.164.894,,,76616894989.0,21370164894.0
101,101,101,TIỀN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIỀN ĐẦU NĂM,5,118.318.984.352,96.948.819.458,,5.0,118318984352.0,96948819458.0
101.1,101.1,101.1,Tiền,,91.018.984.352,49.648.819.458,,,91018984352.0,49648819458.0
101.2,101.2,101.2,Các khoản tương đương tiền,,27.300.000.000,47.300.000.000,,,27300000000.0,47300000000.0
103,103,103,TIỀN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM,5,194.935.879.341,118.318.984.352,,5.0,194935879341.0,118318984352.0
103.1,103.1,103.1,Tiền,,24.935.879.341,91.018.984.352,,,24935879341.0,91018984352.0
103.2,103.2,103.2,Các khoản tương đương tiền,,170.000.000.000,27.300.000.000,,,170000000000.0,27300000000.0
