row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2022 VND,31/12/2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__31/12/2021 VND
200,200,200,B. TÀI SẢN DÀI HẠN,,901.858.808.054,246.154.292.003,,,901858808054.0,246154292003.0
210,210,210,I. Tài sản tài chính dài hạn,,595.320.000.000,10.000.000.000,,,595320000000.0,10000000000.0
212,212,212,1. Các khoản đầu tư,,595.320.000.000,10.000.000.000,,,595320000000.0,10000000000.0
212.1,212.1,212.1,2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,7.2,595.320.000.000,10.000.000.000,,72.0,595320000000.0,10000000000.0
220,220,220,II. Tài sản cố định,,191.399.572.741,121.732.322.717,,,191399572741.0,121732322717.0
221,221,221,1. Tài sản cố định hữu hình,14,135.437.786.039,80.757.121.150,,14.0,135437786039.0,80757121150.0
222,222,222,1.1. Nguyên giá,,245.016.676.826,163.571.392.077,,,245016676826.0,163571392077.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(109.578.890.787),(82.814.270.927),,,-109578890787.0,-82814270927.0
227,227,227,2. Tài sản cố định vô hình,15,55.961.786.702,40.975.201.567,,15.0,55961786702.0,40975201567.0
228,228,228,2.1. Nguyên giá,,97.212.152.066,64.740.748.537,,,97212152066.0,64740748537.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(41.250.365.364),(23.765.546.970),,,-41250365364.0,-23765546970.0
250,250,250,III. Tài sản dài hạn khác,,115.139.235.313,114.421.969.286,,,115139235313.0,114421969286.0
251,251,251,"1. Cẩm cố, thế chấp, ký quỹ, ký cược dài hạn",,2.251.002.180,3.130.373.768,,,2251002180.0,3130373768.0
252,252,252,2. Chi phí trả trước dài hạn,16,82.608.405.477,83.225.219.965,,16.0,82608405477.0,83225219965.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,38.2,149.646.922,-,,382.0,149646922.0,
254,254,254,4. Tiền nộp Quỹ Hỗ trợ thanh toán,17,20.000.000.000,17.956.433.957,,17.0,20000000000.0,17956433957.0
255,255,255,5. Tài sản dài hạn khác,18,10.130.180.734,10.109.941.596,,18.0,10130180734.0,10109941596.0
270,270,270,TỔNG CỘNG TÀI SẢN,,10.641.369.688.557,11.047.240.715.802,,,10641369688557.0,11047240715802.0
