row_label_raw,row_label_full,col_0,31/12/2022 > Giá gốc VND,31/12/2022 > Giá trị hợp lý VND,31/12/2021 > Giá gốc VND,31/12/2021 > Giá trị hợp lý VND,numeric__31/12/2022 > Giá gốc VND,numeric__31/12/2022 > Giá trị hợp lý VND,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Giá trị hợp lý VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,148.079.571,107.537.306,92.501.168.787,93.600.823.000,148079571.0,107537306.0,92501168787.0,93600823000.0
ILB,ILB,ILB,21.686.135,17.365.200,46.230.750,65.660.000,21686135.0,17365200.0,46230750.0,65660000.0
VNM,VNM,VNM,5.744.739,5.783.600,1.949.239.140,1.800.876.800,5744739.0,5783600.0,1949239140.0,1800876800.0
FPT,FPT,FPT,5.543.741,5.613.700,1.594.672.791,1.608.207.600,5543741.0,5613700.0,1594672791.0,1608207600.0
SGC,SGC,SGC,4.504.500,4.641.000,13.876.192.149,13.703.550.000,4504500.0,4641000.0,13876192149.0,13703550000.0
SVC,SVC,SVC,5.175.573,4.518.800,20.105.439.280,19.920.424.000,5175573.0,4518800.0,20105439280.0,19920424000.0
VSC,VSC,VSC,4.807.763,4.491.800,10.083.856.524,9.002.736.600,4807763.0,4491800.0,10083856524.0,9002736600.0
ARM,ARM,ARM,3.241.000,4.200.000,27.771.715.300,28.996.801.500,3241000.0,4200000.0,27771715300.0,28996801500.0
MWG,MWG,MWG,5.255.420,3.861.000,5.909.189.653,5.753.030.400,5255420.0,3861000.0,5909189653.0,5753030400.0
HHC,HHC,HHC,1.899.917,3.675.000,612.139.350,598.728.450,1899917.0,3675000.0,612139350.0,598728450.0
PNJ,PNJ,PNJ,2.609.130,2.697.000,534.138.601,606.370.800,2609130.0,2697000.0,534138601.0,606370800.0
Cổ phiếu niêm yết khác,Cổ phiếu niêm yết khác,Cổ phiếu niêm yết khác,87.611.653,50.690.206,10.018.355.249,11.544.436.850,87611653.0,50690206.0,10018355249.0,11544436850.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,2.611.393.334.800,2.611.393.334.800,706.952.054.700,706.952.054.700,2611393334800.0,2611393334800.0,706952054700.0,706952054700.0
Trải phiếu chưa niêm yết,Trải phiếu chưa niêm yết,Trải phiếu chưa niêm yết,-,-,724.202.987.109,724.202.987.108,,,724202987109.0,724202987108.0
Trải phiếu niêm yết,Trải phiếu niêm yết,Trải phiếu niêm yết,-,-,197.592.000.000,197.592.000.000,,,197592000000.0,197592000000.0
Tổng cộng,Tổng cộng,Tổng cộng,2.611.541.414.371,2.611.500.872.106,1.721.248.210.596,1.722.347.864.808,2611541414371.0,2611500872106.0,1721248210596.0,1722347864808.0
