row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,5.257.822.222.584,5.043.205.602.817,,,5257822222584.0,5043205602817.0
210,210,210,I. Phải thu dài hạn,,268.984.943.607,74.974.967.200,,,268984943607.0,74974967200.0
215,215,215,1. Phải thu về cho vay dài hạn,9,66.686.721.457,74.974.967.200,,9.0,66686721457.0,74974967200.0
216,216,216,2. Phải thu dài hạn khác,6,202.298.222.150,-,,6.0,202298222150.0,
220,220,220,II. Tài sản cố định,,1.961.681.186.678,2.746.644.774.699,,,1961681186678.0,2746644774699.0
221,221,221,1. Tài sản cố định hữu hình,10,1.591.695.704.971,2.463.196.998.804,,10.0,1591695704971.0,2463196998804.0
222,222,222,Nguyên giá,,3.260.932.231.963,4.566.370.722.477,,,3260932231963.0,4566370722477.0
223,223,223,Giá trị khấu hao lũy kế,,(1.669.236.526.992),(2.103.173.723.673),,,-1669236526992.0,-2103173723673.0
224,224,224,2. Tài sản cố định thuê tài chính,11,81.263.218.413,24.855.221.380,,11.0,81263218413.0,24855221380.0
225,225,225,Nguyên giá,,98.947.748.174,39.019.437.785,,,98947748174.0,39019437785.0
226,226,226,Giá trị khấu hao lũy kế,,(17.684.529.761),(14.164.216.405),,,-17684529761.0,-14164216405.0
227,227,227,3. Tài sản cố định vô hình,12,288.722.263.294,258.592.554.515,,12.0,288722263294.0,258592554515.0
228,228,228,Nguyên giá,,320.066.755.310,281.826.289.976,,,320066755310.0,281826289976.0
229,229,229,Giá trị hao mòn lũy kế,,(31.344.492.016),(23.233.735.461),,,-31344492016.0,-23233735461.0
240,240,240,III. Tài sản dở dang dài hạn,,28.307.339.690,247.666.367.726,,,28307339690.0,247666367726.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,28.307.339.690,247.666.367.726,,13.0,28307339690.0,247666367726.0
250,250,250,IV. Đầu tư tài chính dài hạn,14,2.769.445.646.684,1.724.245.102.467,,14.0,2769445646684.0,1724245102467.0
251,251,251,1. Đầu tư vào công ty con,14.1,2.677.776.000.000,1.633.276.000.000,,141.0,2677776000000.0,1633276000000.0
252,252,252,2. Đầu tư vào công ty liên kết,14.2,43.515.000.000,80.302.178.134,,142.0,43515000000.0,80302178134.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,14.2,(13.445.353.316),(35.933.075.667),,142.0,-13445353316.0,-35933075667.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,14,61.600.000.000,46.600.000.000,,14.0,61600000000.0,46600000000.0
260,260,260,V. Tài sản dài hạn khác,,229.403.105.925,249.674.390.725,,,229403105925.0,249674390725.0
261,261,261,1. Chi phí trả trước dài hạn,8,207.352.425.398,216.697.658.464,,8.0,207352425398.0,216697658464.0
262,262,262,2. Tài sản thuê thu nhập hoãn lại,27.3,22.050.680.527,32.976.732.261,,273.0,22050680527.0,32976732261.0
270,270,270,TỔNG CỘNG TÀI SẢN,,16.243.601.094.338,17.132.664.474.453,,,16243601094338.0,17132664474453.0
