row_label_raw,row_label_full,Công ty > Công ty Cổ phần Hoa Sen Quy Nhơn > Công ty TNHH MTV Đầu Tư Hạ Tầng KCN Hoa Sen Du Long > Công ty Cổ phần Tiếp vận và Cảng Quốc tế Hoa Sen – Gemadept > Công ty Cổ phần Hoa Sen Hội Vân,Số cuối năm > Tỷ lệ sở hữu và tỷ lệ biểu quyết (%) > 45 > -,Số cuối năm > Giá trị đầu tư (VND) > 27.900.000.000 > 15.615.000.000 > -,Số đầu năm > Tỷ lệ sở hữu và tỷ lệ biểu quyết (%) > 45 > - > 45,Số đầu năm > Giá trị đầu tư (VND) > 27.900.000.000 > - > 51.952.178.134 > 450.000.000,"Địa điểm > Tỉnh Bình Định, Việt Nam > Tỉnh Ninh Thuận, Việt Nam > Tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Tỉnh Bình Định, Việt Nam","Ngành nghề kinh doanh > Kinh doanh bất động sản và dịch vụ hỗ trợ cho kinh doanh bất động sản > Đầu tư, xây dựng và kinh doanh kết cấu hạ tầng khu công nghiệp > Cung cấp các dịch vụ đại lý vận tải biển > Kinh doanh bất động sản và dịch vụ hỗ trợ cho kinh doanh bất động sản",numeric__Số cuối năm > Tỷ lệ sở hữu và tỷ lệ biểu quyết (%) > 45 > -,numeric__Số cuối năm > Giá trị đầu tư (VND) > 27.900.000.000 > 15.615.000.000 > -,numeric__Số đầu năm > Tỷ lệ sở hữu và tỷ lệ biểu quyết (%) > 45 > - > 45,numeric__Số đầu năm > Giá trị đầu tư (VND) > 27.900.000.000 > - > 51.952.178.134 > 450.000.000,"numeric__Địa điểm > Tỉnh Bình Định, Việt Nam > Tỉnh Ninh Thuận, Việt Nam > Tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Tỉnh Bình Định, Việt Nam","numeric__Ngành nghề kinh doanh > Kinh doanh bất động sản và dịch vụ hỗ trợ cho kinh doanh bất động sản > Đầu tư, xây dựng và kinh doanh kết cấu hạ tầng khu công nghiệp > Cung cấp các dịch vụ đại lý vận tải biển > Kinh doanh bất động sản và dịch vụ hỗ trợ cho kinh doanh bất động sản"
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,,(13.445.353.316),,(35.933.075.667),,,,-13445353316.0,,-35933075667.0,,
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,30.069.646.684,,44.369.102.467,,,,30069646684.0,,44369102467.0,,
