row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Môi quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Mua hàng,1.082.856.041.149,794.881.373.702,,,1082856041149.0,794881373702.0
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Góp vốn,50.000.000.000,-,,,50000000000.0,
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Bán hàng,24.251.426.607,51.434.073.556,,,24251426607.0,51434073556.0
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Lợi nhuận được chia,11.529.995.357,34.967.674.962,,,11529995357.0,34967674962.0
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Bán khác,45.328.337,-,,,45328337.0,
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Mua khác,21.454.414,-,,,21454414.0,
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Bán hàng,1.416.755.238.005,505.020.866.183,,,1416755238005.0,505020866183.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Mua hàng,1.224.289.168.009,145.744.606.172,,,1224289168009.0,145744606172.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Cho vay,132.500.000.000,42.967.623.260,,,132500000000.0,42967623260.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Chuyển đổi từ vay,119.000.000.000,-,,,119000000000.0,
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,sang vốn cổ phần,,,,,,
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Góp vốn,101.000.000.000,64.000.000.000,,,101000000000.0,64000000000.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Thu tiền cho vay,13.500.000.000,42.967.623.260,,,13500000000.0,42967623260.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Hàng mua trả lại,1.804.591.517,-,,,1804591517.0,
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Thu nhập lãi vay,708.702.055,201.781.047,,,708702055.0,201781047.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Hàng bán bị trả lại,154.174.786,-,,,154174786.0,
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Bán tài sản cố định,-,8.435.500.000,,,,8435500000.0
Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định > Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty TNHH Một Thành viên Hoa Sen Nhơn Hội – Bình Định,Công ty con,Cho thuê tài sản,-,300.000.000,,,,300000000.0
