row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Môi quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Bán hàng,9.626.602.855.004,5.599.890.071.479,,,9626602855004.0,5599890071479.0
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Mua hàng,7.502.469.038.140,4.551.651.709.046,,,7502469038140.0,4551651709046.0
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Góp vốn,650.000.000.000,120.000.000.000,,,650000000000.0,120000000000.0
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Lợi nhuận được chia,161.600.175.097,224.128.658.740,,,161600175097.0,224128658740.0
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Hàng mua trả lại,6.407.186.748,-,,,6407186748.0,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Bán tài sản cố định,5.913.155.809,-,,,5913155809.0,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Phí thuê,327.272.724,-,,,327272724.0,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Giảm giá hàng mua,168.333.118,-,,,168333118.0,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Hàng mua khác,141.284.700,-,,,141284700.0,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Cho thuê tài sản,38.000.000,3.948.000.000,,,38000000.0,3948000000.0
