row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Lợi nhuận được chia,161.600.175.097,224.128.658.740,,,161600175097.0,224128658740.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Lợi nhuận được chia,144.875.735.339,205.519.465.050,,,144875735339.0,205519465050.0
Ông Hoàng Đức Huy,Phải thu ngắn hạn khác > Ông Hoàng Đức Huy,Ông Hoàng Đức Huy,Phó Tổng Giám đốc,Ứng trước tiền mua đất,90.183.227.000,90.183.227.000,,,90183227000.0,90183227000.0
Ông Hoàng Đức Huy,Phải thu ngắn hạn khác > Ông Hoàng Đức Huy,Ông Hoàng Đức Huy,Phó Tổng Giám đốc,Phải thu tiền bán đất,1.367.463.256,-,,,1367463256.0,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Lợi nhuận được chia,34.568.169.073,76.653.509.042,,,34568169073.0,76653509042.0
Công ty TNHH Một Thành viên Hoa Sen Bình Định,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty TNHH Một Thành viên Hoa Sen Bình Định,Công ty con,Lợi nhuận được chia,11.529.995.357,34.967.674.962,,,11529995357.0,34967674962.0
Công ty Cổ phần Hoa Sen Yên Bái,Phải thu ngắn hạn khác > Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty con,Lãi vay,6.654.971.231,551.616.708,,,6654971231.0,551616708.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Lợi nhuận được chia,5.818.027.378,5.895.764.638,,,5818027378.0,5895764638.0
Công ty TNHH Một Thành viên Đầu tư Khu Liên hợp Luyện cán Thép Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Đầu tư Khu Liên hợp Luyện cán Thép Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Đầu tư Khu Liên hợp Luyện cán Thép Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,923.312.250,923.312.250,,,923312250.0,923312250.0
Công ty TNHH Một Thành viên Đầu tư Hạ tầng Khu công nghiệp Hoa Sen Du Long,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Đầu tư Hạ tầng Khu công nghiệp Hoa Sen Du Long,Công ty TNHH Một Thành viên Đầu tư Hạ tầng Khu công nghiệp Hoa Sen Du Long,Công ty liên kết,Lãi vay,335.342.389,-,,,335342389.0,
Công ty TNHH Một Thành viên Hoa Sen Hà Nam,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Hà Nam,Công ty TNHH Một Thành viên Hoa Sen Hà Nam,Công ty con,Chi hộ,118.970.000,-,,,118970000.0,
Công ty TNHH Một Thành viên Xi Măng Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Xi Măng Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Xi Măng Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,13.000.000,10.000.000,,,13000000.0,10000000.0
Công ty TNHH Một Thành viên Năng lượng Tái tạo Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Năng lượng Tái tạo Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Năng lượng Tái tạo Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,13.000.000,10.000.000,,,13000000.0,10000000.0
Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Công ty con,Lãi vay,-,164.900.884,,,,164900884.0
,,,,,458.001.388.370,639.008.129.274,,,458001388370.0,639008129274.0
