row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,515.431.702.357,837.573.117.368,515431702357.0,837573117368.0
Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,358.392.102.244,547.165.072.432,358392102244.0,547165072432.0
Tạm ứng để mua đất,Tạm ứng để mua đất,Tạm ứng để mua đất,90.183.227.000,90.183.227.000,90183227000.0,90183227000.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,27.619.762.719,26.741.318.349,27619762719.0,26741318349.0
Thanh lý công ty liên kết,Thanh lý công ty liên kết,Thanh lý công ty liên kết,15.665.290.474,-,15665290474.0,
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,6.990.313.620,551.616.708,6990313620.0,551616708.0
Đặt cọc,Đặt cọc,Đặt cọc,5.713.929.000,138.798.428.600,5713929000.0,138798428600.0
Bồi thường đắm tàu,Bồi thường đắm tàu,Bồi thường đắm tàu,-,31.520.000.000,,31520000000.0
Khác,Khác,Khác,10.867.077.300,2.613.454.279,10867077300.0,2613454279.0
Dài hạn,Dài hạn,Dài hạn,202.298.222.150,-,202298222150.0,
Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,202.093.222.150,-,202093222150.0,
Ký quỹ dài hạn,Ký quỹ dài hạn,Ký quỹ dài hạn,205.000.000,-,205000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,717.729.924.507,837.573.117.368,717729924507.0,837573117368.0
Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,(1.640.000.000),(740.000.000),-1640000000.0,-740000000.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,716.089.924.507,836.833.117.368,716089924507.0,836833117368.0
Trong đó:Các bên liên quan (Thuyết minh số 28),Trong đó:Các bên liên quan (Thuyết minh số 28),Trong đó:Các bên liên quan (Thuyết minh số 28),458.001.388.370,639.008.129.274,458001388370.0,639008129274.0
Các bên khác,Các bên khác,Các bên khác,258.088.536.137,197.824.988.094,258088536137.0,197824988094.0
