row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,9.010.977.033.379,7.402.317.620.460,9010977033379.0,7402317620460.0
Vay từ ngân hàng (Thuyết minh số 19.1),Vay từ ngân hàng (Thuyết minh số 19.1),Vay từ ngân hàng (Thuyết minh số 19.1),8.748.119.898.344,7.204.366.078.759,8748119898344.0,7204366078759.0
Vay dài hạn đến hạn trả(Thuyết minh số 19.3),Vay dài hạn đến hạn trả(Thuyết minh số 19.3),Vay dài hạn đến hạn trả(Thuyết minh số 19.3),174.491.250.325,193.321.275.085,174491250325.0,193321275085.0
"Vay bên liên quan (Thuyết minh số 19.2, 28)","Vay bên liên quan (Thuyết minh số 19.2, 28)","Vay bên liên quan (Thuyết minh số 19.2, 28)",53.000.000.000,-,53000000000.0,
Nợ dài hạn thuê tài chính đến hạn trả(Thuyết minh số 19.4),Nợ dài hạn thuê tài chính đến hạn trả(Thuyết minh số 19.4),Nợ dài hạn thuê tài chính đến hạn trả(Thuyết minh số 19.4),35.365.884.710,4.630.266.616,35365884710.0,4630266616.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,71.352.839.728,237.114.284.830,71352839728.0,237114284830.0
Vay từ ngân hàng (Thuyết minh số 19.3),Vay từ ngân hàng (Thuyết minh số 19.3),Vay từ ngân hàng (Thuyết minh số 19.3),55.596.689.280,234.156.032.907,55596689280.0,234156032907.0
Nợ dài hạn thuê tài chính(Thuyết minh số 19.4),Nợ dài hạn thuê tài chính(Thuyết minh số 19.4),Nợ dài hạn thuê tài chính(Thuyết minh số 19.4),15.756.150.448,2.958.251.923,15756150448.0,2958251923.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.082.329.873.107,7.639.431.905.290,9082329873107.0,7639431905290.0
