row_label_raw,row_label_full,Đầu tư vào các công ty con (Thuyết minh số 14.1) > Đầu tư vào công ty liên kết (Thuyết minh số 14.2),Số cuối năm > 2.677.776.000.000 > 43.515.000.000,VND Số đầu năm > 1.633.276.000.000 > 80.302.178.134,numeric__Số cuối năm > 2.677.776.000.000 > 43.515.000.000,numeric__VND Số đầu năm > 1.633.276.000.000 > 80.302.178.134
Trái phiếu tại Ngân hàng Thương mại Cổ phần,Trái phiếu tại Ngân hàng Thương mại Cổ phần,Trái phiếu tại Ngân hàng Thương mại Cổ phần,,,,
Ngoại Thương Việt Nam (*),Trái phiếu tại Ngân hàng Thương mại Cổ phần > Ngoại Thương Việt Nam (*),Ngoại Thương Việt Nam (*),46.600.000.000,46.600.000.000,46600000000.0,46600000000.0
Trái phiếu tại Ngân hàng Thương mại Cổ phần,Trái phiếu tại Ngân hàng Thương mại Cổ phần,Trái phiếu tại Ngân hàng Thương mại Cổ phần,,,,
Công Thương Việt Nam (**),Trái phiếu tại Ngân hàng Thương mại Cổ phần > Công Thương Việt Nam (**),Công Thương Việt Nam (**),15.000.000.000,-,15000000000.0,
TỔNG CỘNG,Trái phiếu tại Ngân hàng Thương mại Cổ phần > TỔNG CỘNG,TỔNG CỘNG,2.782.891.000.000,1.760.178.178.134,2782891000000.0,1760178178134.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Trái phiếu tại Ngân hàng Thương mại Cổ phần > Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,(13.445.353.316),(35.933.075.667),-13445353316.0,-35933075667.0
GIÁ TRỊ THUẢN,Trái phiếu tại Ngân hàng Thương mại Cổ phần > GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,2.769.445.646.684,1.724.245.102.467,2769445646684.0,1724245102467.0
