row_label_raw,row_label_full,Ông Lê Phước Vũ,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Phó Chủ tịch,bổ nhiệm ngày 5 tháng 2 năm 2018,,
Ông Trần Quốc Trí,Ông Trần Quốc Trí,Ông Trần Quốc Trí,Tổng Giám Đốc,bổ nhiệm ngày 5 tháng 2 năm 2018,,
