row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Mua hàng,14.995.785.607.702,14.901.254.604.796,,,14995785607702.0,14901254604796.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Bán hàng,13.779.143.441.900,13.643.025.632.712,,,13779143441900.0,13643025632712.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Chi hộ,152.580.172.648,166.530.762.965,,,152580172648.0,166530762965.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Lợi nhuận được chia,34.568.169.073,76.653.509.042,,,34568169073.0,76653509042.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Bán tài sản,9.138.455.859,-,,,9138455859.0,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Điều chuyển tải sản,879.098.975.080,,,,879098975080.0,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Thu nhập khác,4.783.074.700,-,,,4783074700.0,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Trả hàng mua,2.510.365.445,-,,,2510365445.0,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Hàng bán bị trả lại,1.980.258.020,-,,,1980258020.0,
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Mua khí,80.969.500,8.213.145.624,,,80969500.0,8213145624.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Mua tài sản cố định,-,1.436.070.000,,,,1436070000.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Cho thuê tải sản,-,139.296.000.000,,,,139296000000.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Bán hàng,4.827.327.999.833,3.618.783.885.490,,,4827327999833.0,3618783885490.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Mua hàng,3.715.489.723.137,3.260.772.053.282,,,3715489723137.0,3260772053282.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Lợi nhuận được chia,144.875.735.339,205.519.465.050,,,144875735339.0,205519465050.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Hàng bán bị trả lại,1.329.668.691,397.974.795,,,1329668691.0,397974795.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Mua tài sản cố định,136.202.200,-,,,136202200.0,
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Phí thuê,100.000.010,-,,,100000010.0,
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Cho thuê tải sản,88.409.095,678.545.460,,,88409095.0,678545460.0
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Bán tài sản cố định,87.000.000,200.000.000,,,87000000.0,200000000.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Chi phí vận chuyển,48.534.481.409,44.995.715.904,,,48534481409.0,44995715904.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Cho thuê tải sản,7.956.000.000,8.565.000.000,,,7956000000.0,8565000000.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Lợi nhuận được chia,5.818.027.378,5.895.764.638,,,5818027378.0,5895764638.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Phí thuê,607.696.966,-,,,607696966.0,
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Mua tài sản cố định,100.000.000,-,,,100000000.0,
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Mua hàng,-,4.611.416.810,,,,4611416810.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Khác,401.957.962,-,,,401957962.0,
