row_label_raw,row_label_full,Ông Lê Phước Vũ,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Phó Chủ tịch,,,
Ông Trần Quốc Trí,Ông Trần Quốc Trí,Ông Trần Quốc Trí,Thành viên,,,
Ông Lý Văn Xuân,Ông Lý Văn Xuân,Ông Lý Văn Xuân,Thành viên,,,
Ông Nguyễn Văn Luân,Ông Nguyễn Văn Luân,Ông Nguyễn Văn Luân,Thành viên,bổ nhiệm ngày 16 tháng 1 năm 2018,,
Ông Đình Việt Duy,Ông Đình Việt Duy,Ông Đình Việt Duy,Thành viên,bổ nhiệm ngày 16 tháng 1 năm 2018,,
Ông Phạm Gia Tuân,Ông Phạm Gia Tuân,Ông Phạm Gia Tuân,Thành viên,từ nhiệm ngày 16 tháng 1 năm 2018,,
